MATERIAL,Product_Type,Product_SubType
MAT005109,Product_Type_512,Product_SubType_512-7
MAT005110,Product_Type_513,Product_SubType_513-2
MAT005111,Product_Type_130,Product_SubType_130-2
MAT005112,Product_Type_615,Product_SubType_615-2
MAT005113,Product_Type_166,Product_SubType_166-5
MAT005114,Product_Type_978,Product_SubType_978-2
MAT005115,Product_Type_1077,Product_SubType_1077-3
MAT005116,Product_Type_1403,Product_SubType_1403-2
MAT005117,Product_Type_658,Product_SubType_658-5
MAT005118,Product_Type_1032,Product_SubType_1032-2
MAT005119,Product_Type_1215,Product_SubType_1215-2
MAT005120,Product_Type_752,Product_SubType_752-1
MAT005121,Product_Type_580,Product_SubType_580-2
MAT005122,Product_Type_614,Product_SubType_614-3
MAT005123,Product_Type_172,Product_SubType_172-7
MAT005124,Product_Type_1347,Product_SubType_1347-2
MAT005125,Product_Type_145,Product_SubType_145-3
MAT005126,Product_Type_1275,Product_SubType_1275-2
MAT005127,Product_Type_1480,Product_SubType_1480-3
MAT005128,Product_Type_871,Product_SubType_871-3
MAT005129,Product_Type_1140,Product_SubType_1140-2
MAT005130,Product_Type_1330,Product_SubType_1330-1
MAT005131,Product_Type_55,Product_SubType_55-1
MAT005132,Product_Type_445,Product_SubType_445-1
MAT005133,Product_Type_868,Product_SubType_868-1
MAT005134,Product_Type_980,Product_SubType_980-1
MAT005135,Product_Type_365,Product_SubType_365-1
MAT005136,Product_Type_1282,Product_SubType_1282-1
MAT005137,Product_Type_706,Product_SubType_706-1
MAT005138,Product_Type_720,Product_SubType_720-1
MAT005139,Product_Type_1133,Product_SubType_1133-6
MAT005140,Product_Type_747,Product_SubType_747-2
MAT005141,Product_Type_700,Product_SubType_700-5
MAT005142,Product_Type_24,Product_SubType_24-1
MAT005143,Product_Type_231,Product_SubType_231-4
MAT005144,Product_Type_1066,Product_SubType_1066-5
MAT005145,Product_Type_989,Product_SubType_989-1
MAT005146,Product_Type_217,Product_SubType_217-1
MAT005147,Product_Type_1415,Product_SubType_1415-5
MAT005148,Product_Type_1400,Product_SubType_1400-3
MAT005149,Product_Type_1480,Product_SubType_1480-3
MAT005150,Product_Type_557,Product_SubType_557-2
MAT005151,Product_Type_319,Product_SubType_319-3
MAT005152,Product_Type_1398,Product_SubType_1398-4
MAT005153,Product_Type_820,Product_SubType_820-1
MAT005154,Product_Type_1324,Product_SubType_1324-1
MAT005155,Product_Type_267,Product_SubType_267-2
MAT005156,Product_Type_30,Product_SubType_30-3
MAT005157,Product_Type_677,Product_SubType_677-6
MAT005158,Product_Type_314,Product_SubType_314-1
MAT005159,Product_Type_1123,Product_SubType_1123-1
MAT005160,Product_Type_199,Product_SubType_199-1
MAT005161,Product_Type_1290,Product_SubType_1290-2
MAT005162,Product_Type_680,Product_SubType_680-1
MAT005163,Product_Type_356,Product_SubType_356-2
MAT005164,Product_Type_378,Product_SubType_378-1
MAT005165,Product_Type_328,Product_SubType_328-3
MAT005166,Product_Type_1171,Product_SubType_1171-1
MAT005167,Product_Type_462,Product_SubType_462-2
MAT005168,Product_Type_512,Product_SubType_512-10
MAT005169,Product_Type_828,Product_SubType_828-3
MAT005170,Product_Type_665,Product_SubType_665-2
MAT005171,Product_Type_463,Product_SubType_463-1
MAT005172,Product_Type_457,Product_SubType_457-1
MAT005173,Product_Type_556,Product_SubType_556-1
MAT005174,Product_Type_587,Product_SubType_587-4
MAT005175,Product_Type_987,Product_SubType_987-3
MAT005176,Product_Type_1481,Product_SubType_1481-4
MAT005177,Product_Type_1404,Product_SubType_1404-1
MAT005178,Product_Type_1341,Product_SubType_1341-3
MAT005179,Product_Type_231,Product_SubType_231-5
MAT005180,Product_Type_827,Product_SubType_827-2
MAT005181,Product_Type_650,Product_SubType_650-3
MAT005182,Product_Type_1499,Product_SubType_1499-4
MAT005183,Product_Type_1029,Product_SubType_1029-6
MAT005184,Product_Type_194,Product_SubType_194-5
MAT005185,Product_Type_444,Product_SubType_444-1
MAT005186,Product_Type_805,Product_SubType_805-4
MAT005187,Product_Type_1102,Product_SubType_1102-1
MAT005188,Product_Type_71,Product_SubType_71-3
MAT005189,Product_Type_991,Product_SubType_991-4
MAT005190,Product_Type_627,Product_SubType_627-1
MAT005191,Product_Type_71,Product_SubType_71-2
MAT005192,Product_Type_1045,Product_SubType_1045-3
MAT005193,Product_Type_563,Product_SubType_563-6
MAT005194,Product_Type_1068,Product_SubType_1068-2
MAT005195,Product_Type_1264,Product_SubType_1264-1
MAT005196,Product_Type_1323,Product_SubType_1323-1
MAT005197,Product_Type_1075,Product_SubType_1075-1
MAT005198,Product_Type_402,Product_SubType_402-1
MAT005199,Product_Type_658,Product_SubType_658-5
MAT005200,Product_Type_1374,Product_SubType_1374-7
MAT005201,Product_Type_306,Product_SubType_306-4
MAT005202,Product_Type_1145,Product_SubType_1145-3
MAT005203,Product_Type_480,Product_SubType_480-1
MAT005204,Product_Type_311,Product_SubType_311-2
MAT005205,Product_Type_457,Product_SubType_457-1
MAT005206,Product_Type_678,Product_SubType_678-1
MAT005207,Product_Type_1102,Product_SubType_1102-7
MAT005208,Product_Type_327,Product_SubType_327-3
MAT005209,Product_Type_658,Product_SubType_658-7
MAT005210,Product_Type_1474,Product_SubType_1474-2
MAT005211,Product_Type_887,Product_SubType_887-1
MAT005212,Product_Type_1460,Product_SubType_1460-1
MAT005213,Product_Type_1374,Product_SubType_1374-4
MAT005214,Product_Type_573,Product_SubType_573-3
MAT005215,Product_Type_1005,Product_SubType_1005-1
MAT005216,Product_Type_1029,Product_SubType_1029-2
MAT005217,Product_Type_437,Product_SubType_437-2
MAT005218,Product_Type_449,Product_SubType_449-1
MAT005219,Product_Type_744,Product_SubType_744-2
MAT005220,Product_Type_1266,Product_SubType_1266-2
MAT005221,Product_Type_907,Product_SubType_907-4
MAT005222,Product_Type_1167,Product_SubType_1167-3
MAT005223,Product_Type_1363,Product_SubType_1363-3
MAT005224,Product_Type_706,Product_SubType_706-4
MAT005225,Product_Type_373,Product_SubType_373-2
MAT005226,Product_Type_1250,Product_SubType_1250-1
MAT005227,Product_Type_227,Product_SubType_227-4
MAT005228,Product_Type_404,Product_SubType_404-2
MAT005229,Product_Type_408,Product_SubType_408-8
MAT005230,Product_Type_1480,Product_SubType_1480-4
MAT005231,Product_Type_641,Product_SubType_641-3
MAT005232,Product_Type_804,Product_SubType_804-4
MAT005233,Product_Type_1012,Product_SubType_1012-5
MAT005234,Product_Type_982,Product_SubType_982-1
MAT005235,Product_Type_122,Product_SubType_122-4
MAT005236,Product_Type_65,Product_SubType_65-2
MAT005237,Product_Type_33,Product_SubType_33-3
MAT005238,Product_Type_242,Product_SubType_242-1
MAT005239,Product_Type_1494,Product_SubType_1494-5
MAT005240,Product_Type_41,Product_SubType_41-6
MAT005241,Product_Type_121,Product_SubType_121-2
MAT005242,Product_Type_412,Product_SubType_412-4
MAT005243,Product_Type_175,Product_SubType_175-5
MAT005244,Product_Type_568,Product_SubType_568-3
MAT005245,Product_Type_236,Product_SubType_236-3
MAT005246,Product_Type_237,Product_SubType_237-2
MAT005247,Product_Type_1356,Product_SubType_1356-3
MAT005248,Product_Type_85,Product_SubType_85-3
MAT005249,Product_Type_1316,Product_SubType_1316-3
MAT005250,Product_Type_1133,Product_SubType_1133-3
MAT005251,Product_Type_1283,Product_SubType_1283-2
MAT005252,Product_Type_528,Product_SubType_528-1
MAT005253,Product_Type_213,Product_SubType_213-6
MAT005254,Product_Type_831,Product_SubType_831-4
MAT005255,Product_Type_450,Product_SubType_450-1
MAT005256,Product_Type_264,Product_SubType_264-4
MAT005257,Product_Type_1426,Product_SubType_1426-1
MAT005258,Product_Type_800,Product_SubType_800-1
MAT005259,Product_Type_218,Product_SubType_218-1
MAT005260,Product_Type_619,Product_SubType_619-4
MAT005261,Product_Type_650,Product_SubType_650-2
MAT005262,Product_Type_612,Product_SubType_612-4
MAT005263,Product_Type_880,Product_SubType_880-1
MAT005264,Product_Type_1117,Product_SubType_1117-2
MAT005265,Product_Type_596,Product_SubType_596-1
MAT005266,Product_Type_1031,Product_SubType_1031-5
MAT005267,Product_Type_86,Product_SubType_86-1
MAT005268,Product_Type_650,Product_SubType_650-3
MAT005269,Product_Type_384,Product_SubType_384-1
MAT005270,Product_Type_231,Product_SubType_231-4
MAT005271,Product_Type_587,Product_SubType_587-3
MAT005272,Product_Type_757,Product_SubType_757-3
MAT005273,Product_Type_181,Product_SubType_181-2
MAT005274,Product_Type_1281,Product_SubType_1281-1
MAT005275,Product_Type_1320,Product_SubType_1320-2
MAT005276,Product_Type_102,Product_SubType_102-2
MAT005277,Product_Type_1265,Product_SubType_1265-3
MAT005278,Product_Type_1357,Product_SubType_1357-2
MAT005279,Product_Type_1088,Product_SubType_1088-1
MAT005280,Product_Type_1323,Product_SubType_1323-2
MAT005281,Product_Type_1098,Product_SubType_1098-1
MAT005282,Product_Type_711,Product_SubType_711-2
MAT005283,Product_Type_99,Product_SubType_99-2
MAT005284,Product_Type_300,Product_SubType_300-3
MAT005285,Product_Type_315,Product_SubType_315-2
MAT005286,Product_Type_943,Product_SubType_943-4
MAT005287,Product_Type_887,Product_SubType_887-3
MAT005288,Product_Type_1051,Product_SubType_1051-1
MAT005289,Product_Type_310,Product_SubType_310-1
MAT005290,Product_Type_169,Product_SubType_169-4
MAT005291,Product_Type_24,Product_SubType_24-5
MAT005292,Product_Type_321,Product_SubType_321-2
MAT005293,Product_Type_677,Product_SubType_677-4
MAT005294,Product_Type_917,Product_SubType_917-5
MAT005295,Product_Type_565,Product_SubType_565-5
MAT005296,Product_Type_274,Product_SubType_274-1
MAT005297,Product_Type_746,Product_SubType_746-1
MAT005298,Product_Type_604,Product_SubType_604-1
MAT005299,Product_Type_794,Product_SubType_794-2
MAT005300,Product_Type_585,Product_SubType_585-3
MAT005301,Product_Type_688,Product_SubType_688-3
MAT005302,Product_Type_1250,Product_SubType_1250-3
MAT005303,Product_Type_140,Product_SubType_140-5
MAT005304,Product_Type_1157,Product_SubType_1157-4
MAT005305,Product_Type_1444,Product_SubType_1444-1
MAT005306,Product_Type_458,Product_SubType_458-1
MAT005307,Product_Type_213,Product_SubType_213-7
MAT005308,Product_Type_1460,Product_SubType_1460-4
MAT005309,Product_Type_479,Product_SubType_479-4
MAT005310,Product_Type_524,Product_SubType_524-4
MAT005311,Product_Type_524,Product_SubType_524-1
MAT005312,Product_Type_1300,Product_SubType_1300-5
MAT005313,Product_Type_1015,Product_SubType_1015-1
MAT005314,Product_Type_1106,Product_SubType_1106-4
MAT005315,Product_Type_715,Product_SubType_715-2
MAT005316,Product_Type_935,Product_SubType_935-1
MAT005317,Product_Type_1411,Product_SubType_1411-2
MAT005318,Product_Type_1247,Product_SubType_1247-4
MAT005319,Product_Type_1068,Product_SubType_1068-1
MAT005320,Product_Type_102,Product_SubType_102-3
MAT005321,Product_Type_48,Product_SubType_48-4
MAT005322,Product_Type_1111,Product_SubType_1111-2
MAT005323,Product_Type_285,Product_SubType_285-4
MAT005324,Product_Type_1162,Product_SubType_1162-1
MAT005325,Product_Type_657,Product_SubType_657-3
MAT005326,Product_Type_415,Product_SubType_415-4
MAT005327,Product_Type_825,Product_SubType_825-3
MAT005328,Product_Type_440,Product_SubType_440-1
MAT005329,Product_Type_42,Product_SubType_42-3
MAT005330,Product_Type_104,Product_SubType_104-4
MAT005331,Product_Type_713,Product_SubType_713-1
MAT005332,Product_Type_724,Product_SubType_724-2
MAT005333,Product_Type_773,Product_SubType_773-7
MAT005334,Product_Type_15,Product_SubType_15-3
MAT005335,Product_Type_100,Product_SubType_100-2
MAT005336,Product_Type_1272,Product_SubType_1272-1
MAT005337,Product_Type_738,Product_SubType_738-4
MAT005338,Product_Type_598,Product_SubType_598-4
MAT005339,Product_Type_1461,Product_SubType_1461-2
MAT005340,Product_Type_158,Product_SubType_158-1
MAT005341,Product_Type_1015,Product_SubType_1015-1
MAT005342,Product_Type_658,Product_SubType_658-2
MAT005343,Product_Type_845,Product_SubType_845-3
MAT005344,Product_Type_270,Product_SubType_270-2
MAT005345,Product_Type_573,Product_SubType_573-6
MAT005346,Product_Type_3,Product_SubType_3-2
MAT005347,Product_Type_183,Product_SubType_183-2
MAT005348,Product_Type_381,Product_SubType_381-3
MAT005349,Product_Type_914,Product_SubType_914-4
MAT005350,Product_Type_416,Product_SubType_416-2
MAT005351,Product_Type_662,Product_SubType_662-1
MAT005352,Product_Type_573,Product_SubType_573-2
MAT005353,Product_Type_67,Product_SubType_67-1
MAT005354,Product_Type_1028,Product_SubType_1028-1
MAT005355,Product_Type_42,Product_SubType_42-1
MAT005356,Product_Type_505,Product_SubType_505-4
MAT005357,Product_Type_532,Product_SubType_532-1
MAT005358,Product_Type_719,Product_SubType_719-4
MAT005359,Product_Type_890,Product_SubType_890-2
MAT005360,Product_Type_1128,Product_SubType_1128-1
MAT005361,Product_Type_321,Product_SubType_321-3
MAT005362,Product_Type_1037,Product_SubType_1037-2
MAT005363,Product_Type_700,Product_SubType_700-3
MAT005364,Product_Type_1141,Product_SubType_1141-1
MAT005365,Product_Type_673,Product_SubType_673-4
MAT005366,Product_Type_1259,Product_SubType_1259-1
MAT005367,Product_Type_709,Product_SubType_709-4
MAT005368,Product_Type_403,Product_SubType_403-6
MAT005369,Product_Type_1176,Product_SubType_1176-3
MAT005370,Product_Type_1193,Product_SubType_1193-3
MAT005371,Product_Type_1247,Product_SubType_1247-5
MAT005372,Product_Type_1346,Product_SubType_1346-3
MAT005373,Product_Type_239,Product_SubType_239-3
MAT005374,Product_Type_4,Product_SubType_4-1
MAT005375,Product_Type_1278,Product_SubType_1278-3
MAT005376,Product_Type_195,Product_SubType_195-2
MAT005377,Product_Type_934,Product_SubType_934-2
MAT005378,Product_Type_863,Product_SubType_863-2
MAT005379,Product_Type_1370,Product_SubType_1370-3
MAT005380,Product_Type_1421,Product_SubType_1421-2
MAT005381,Product_Type_473,Product_SubType_473-3
MAT005382,Product_Type_1435,Product_SubType_1435-3
MAT005383,Product_Type_1453,Product_SubType_1453-3
MAT005384,Product_Type_1273,Product_SubType_1273-1
MAT005385,Product_Type_209,Product_SubType_209-4
MAT005386,Product_Type_143,Product_SubType_143-2
MAT005387,Product_Type_368,Product_SubType_368-1
MAT005388,Product_Type_420,Product_SubType_420-4
MAT005389,Product_Type_937,Product_SubType_937-1
MAT005390,Product_Type_892,Product_SubType_892-1
MAT005391,Product_Type_57,Product_SubType_57-3
MAT005392,Product_Type_1313,Product_SubType_1313-2
MAT005393,Product_Type_233,Product_SubType_233-1
MAT005394,Product_Type_1324,Product_SubType_1324-3
MAT005395,Product_Type_908,Product_SubType_908-1
MAT005396,Product_Type_1379,Product_SubType_1379-2
MAT005397,Product_Type_125,Product_SubType_125-2
MAT005398,Product_Type_27,Product_SubType_27-1
MAT005399,Product_Type_300,Product_SubType_300-4
MAT005400,Product_Type_688,Product_SubType_688-1
MAT005401,Product_Type_1245,Product_SubType_1245-1
MAT005402,Product_Type_1168,Product_SubType_1168-1
MAT005403,Product_Type_1167,Product_SubType_1167-3
MAT005404,Product_Type_805,Product_SubType_805-1
MAT005405,Product_Type_134,Product_SubType_134-2
MAT005406,Product_Type_1289,Product_SubType_1289-2
MAT005407,Product_Type_1183,Product_SubType_1183-3
MAT005408,Product_Type_1337,Product_SubType_1337-2
MAT005409,Product_Type_498,Product_SubType_498-1
MAT005410,Product_Type_1273,Product_SubType_1273-3
MAT005411,Product_Type_364,Product_SubType_364-2
MAT005412,Product_Type_1406,Product_SubType_1406-1
MAT005413,Product_Type_116,Product_SubType_116-3
MAT005414,Product_Type_865,Product_SubType_865-1
MAT005415,Product_Type_1037,Product_SubType_1037-5
MAT005416,Product_Type_986,Product_SubType_986-5
MAT005417,Product_Type_326,Product_SubType_326-3
MAT005418,Product_Type_442,Product_SubType_442-2
MAT005419,Product_Type_567,Product_SubType_567-5
MAT005420,Product_Type_1218,Product_SubType_1218-3
MAT005421,Product_Type_413,Product_SubType_413-3
MAT005422,Product_Type_228,Product_SubType_228-1
MAT005423,Product_Type_1069,Product_SubType_1069-3
MAT005424,Product_Type_619,Product_SubType_619-1
MAT005425,Product_Type_1378,Product_SubType_1378-4
MAT005426,Product_Type_288,Product_SubType_288-5
MAT005427,Product_Type_596,Product_SubType_596-3
MAT005428,Product_Type_520,Product_SubType_520-6
MAT005429,Product_Type_1219,Product_SubType_1219-2
MAT005430,Product_Type_685,Product_SubType_685-2
MAT005431,Product_Type_99,Product_SubType_99-2
MAT005432,Product_Type_159,Product_SubType_159-1
MAT005433,Product_Type_496,Product_SubType_496-5
MAT005434,Product_Type_742,Product_SubType_742-2
MAT005435,Product_Type_879,Product_SubType_879-3
MAT005436,Product_Type_641,Product_SubType_641-1
MAT005437,Product_Type_70,Product_SubType_70-4
MAT005438,Product_Type_253,Product_SubType_253-4
MAT005439,Product_Type_1012,Product_SubType_1012-5
MAT005440,Product_Type_554,Product_SubType_554-2
MAT005441,Product_Type_168,Product_SubType_168-6
MAT005442,Product_Type_1407,Product_SubType_1407-2
MAT005443,Product_Type_558,Product_SubType_558-2
MAT005444,Product_Type_932,Product_SubType_932-4
MAT005445,Product_Type_18,Product_SubType_18-2
MAT005446,Product_Type_783,Product_SubType_783-1
MAT005447,Product_Type_1186,Product_SubType_1186-3
MAT005448,Product_Type_1494,Product_SubType_1494-4
MAT005449,Product_Type_1431,Product_SubType_1431-4
MAT005450,Product_Type_1356,Product_SubType_1356-1
MAT005451,Product_Type_1364,Product_SubType_1364-1
MAT005452,Product_Type_1370,Product_SubType_1370-4
MAT005453,Product_Type_1457,Product_SubType_1457-2
MAT005454,Product_Type_32,Product_SubType_32-4
MAT005455,Product_Type_75,Product_SubType_75-4
MAT005456,Product_Type_101,Product_SubType_101-2
MAT005457,Product_Type_126,Product_SubType_126-1
MAT005458,Product_Type_299,Product_SubType_299-5
MAT005459,Product_Type_1281,Product_SubType_1281-2
MAT005460,Product_Type_66,Product_SubType_66-2
MAT005461,Product_Type_1237,Product_SubType_1237-1
MAT005462,Product_Type_649,Product_SubType_649-2
MAT005463,Product_Type_1497,Product_SubType_1497-5
MAT005464,Product_Type_748,Product_SubType_748-4
MAT005465,Product_Type_1129,Product_SubType_1129-1
MAT005466,Product_Type_81,Product_SubType_81-1
MAT005467,Product_Type_767,Product_SubType_767-4
MAT005468,Product_Type_871,Product_SubType_871-2
MAT005469,Product_Type_901,Product_SubType_901-1
MAT005470,Product_Type_782,Product_SubType_782-3
MAT005471,Product_Type_1211,Product_SubType_1211-1
MAT005472,Product_Type_699,Product_SubType_699-2
MAT005473,Product_Type_849,Product_SubType_849-1
MAT005474,Product_Type_1481,Product_SubType_1481-4
MAT005475,Product_Type_1436,Product_SubType_1436-3
MAT005476,Product_Type_259,Product_SubType_259-4
MAT005477,Product_Type_855,Product_SubType_855-1
MAT005478,Product_Type_327,Product_SubType_327-2
MAT005479,Product_Type_948,Product_SubType_948-1
MAT005480,Product_Type_170,Product_SubType_170-2
MAT005481,Product_Type_590,Product_SubType_590-5
MAT005482,Product_Type_512,Product_SubType_512-10
MAT005483,Product_Type_1173,Product_SubType_1173-1
MAT005484,Product_Type_1296,Product_SubType_1296-1
MAT005485,Product_Type_774,Product_SubType_774-3
MAT005486,Product_Type_503,Product_SubType_503-8
MAT005487,Product_Type_1482,Product_SubType_1482-3
MAT005488,Product_Type_1218,Product_SubType_1218-3
MAT005489,Product_Type_941,Product_SubType_941-2
MAT005490,Product_Type_1098,Product_SubType_1098-1
MAT005491,Product_Type_1114,Product_SubType_1114-1
MAT005492,Product_Type_51,Product_SubType_51-4
MAT005493,Product_Type_31,Product_SubType_31-1
MAT005494,Product_Type_973,Product_SubType_973-3
MAT005495,Product_Type_960,Product_SubType_960-1
MAT005496,Product_Type_988,Product_SubType_988-3
MAT005497,Product_Type_1296,Product_SubType_1296-1
MAT005498,Product_Type_719,Product_SubType_719-7
MAT005499,Product_Type_883,Product_SubType_883-3
MAT005500,Product_Type_519,Product_SubType_519-3
MAT005501,Product_Type_643,Product_SubType_643-2
MAT005502,Product_Type_1105,Product_SubType_1105-2
MAT005503,Product_Type_1275,Product_SubType_1275-2
MAT005504,Product_Type_1302,Product_SubType_1302-1
MAT005505,Product_Type_414,Product_SubType_414-4
MAT005506,Product_Type_950,Product_SubType_950-2
MAT005507,Product_Type_180,Product_SubType_180-3
MAT005508,Product_Type_169,Product_SubType_169-1
MAT005509,Product_Type_1396,Product_SubType_1396-2
MAT005510,Product_Type_1137,Product_SubType_1137-7
MAT005511,Product_Type_221,Product_SubType_221-4
MAT005512,Product_Type_567,Product_SubType_567-4
MAT005513,Product_Type_508,Product_SubType_508-1
MAT005514,Product_Type_372,Product_SubType_372-1
MAT005515,Product_Type_557,Product_SubType_557-5
MAT005516,Product_Type_431,Product_SubType_431-2
MAT005517,Product_Type_239,Product_SubType_239-1
MAT005518,Product_Type_95,Product_SubType_95-1
MAT005519,Product_Type_73,Product_SubType_73-2
MAT005520,Product_Type_1102,Product_SubType_1102-2
MAT005521,Product_Type_405,Product_SubType_405-3
MAT005522,Product_Type_101,Product_SubType_101-1
MAT005523,Product_Type_1448,Product_SubType_1448-2
MAT005524,Product_Type_68,Product_SubType_68-3
MAT005525,Product_Type_403,Product_SubType_403-6
MAT005526,Product_Type_943,Product_SubType_943-1
MAT005527,Product_Type_306,Product_SubType_306-4
MAT005528,Product_Type_1261,Product_SubType_1261-2
MAT005529,Product_Type_331,Product_SubType_331-5
MAT005530,Product_Type_415,Product_SubType_415-3
MAT005531,Product_Type_546,Product_SubType_546-2
MAT005532,Product_Type_802,Product_SubType_802-1
MAT005533,Product_Type_812,Product_SubType_812-6
MAT005534,Product_Type_1116,Product_SubType_1116-4
MAT005535,Product_Type_1484,Product_SubType_1484-4
MAT005536,Product_Type_1036,Product_SubType_1036-4
MAT005537,Product_Type_708,Product_SubType_708-3
MAT005538,Product_Type_303,Product_SubType_303-1
MAT005539,Product_Type_1398,Product_SubType_1398-2
MAT005540,Product_Type_1096,Product_SubType_1096-3
MAT005541,Product_Type_1081,Product_SubType_1081-7
MAT005542,Product_Type_875,Product_SubType_875-5
MAT005543,Product_Type_612,Product_SubType_612-4
MAT005544,Product_Type_502,Product_SubType_502-1
MAT005545,Product_Type_883,Product_SubType_883-5
MAT005546,Product_Type_1180,Product_SubType_1180-1
MAT005547,Product_Type_8,Product_SubType_8-2
MAT005548,Product_Type_231,Product_SubType_231-5
MAT005549,Product_Type_206,Product_SubType_206-3
MAT005550,Product_Type_351,Product_SubType_351-2
MAT005551,Product_Type_372,Product_SubType_372-2
MAT005552,Product_Type_1413,Product_SubType_1413-4
MAT005553,Product_Type_976,Product_SubType_976-2
MAT005554,Product_Type_219,Product_SubType_219-2
MAT005555,Product_Type_1187,Product_SubType_1187-1
MAT005556,Product_Type_784,Product_SubType_784-2
MAT005557,Product_Type_1073,Product_SubType_1073-1
MAT005558,Product_Type_300,Product_SubType_300-1
MAT005559,Product_Type_981,Product_SubType_981-3
MAT005560,Product_Type_1465,Product_SubType_1465-1
MAT005561,Product_Type_1196,Product_SubType_1196-3
MAT005562,Product_Type_1087,Product_SubType_1087-4
MAT005563,Product_Type_865,Product_SubType_865-7
MAT005564,Product_Type_150,Product_SubType_150-1
MAT005565,Product_Type_873,Product_SubType_873-3
MAT005566,Product_Type_420,Product_SubType_420-2
MAT005567,Product_Type_756,Product_SubType_756-2
MAT005568,Product_Type_865,Product_SubType_865-2
MAT005569,Product_Type_652,Product_SubType_652-3
MAT005570,Product_Type_1244,Product_SubType_1244-2
MAT005571,Product_Type_558,Product_SubType_558-3
MAT005572,Product_Type_3,Product_SubType_3-1
MAT005573,Product_Type_883,Product_SubType_883-5
MAT005574,Product_Type_207,Product_SubType_207-3
MAT005575,Product_Type_13,Product_SubType_13-4
MAT005576,Product_Type_716,Product_SubType_716-4
MAT005577,Product_Type_1140,Product_SubType_1140-2
MAT005578,Product_Type_568,Product_SubType_568-7
MAT005579,Product_Type_371,Product_SubType_371-2
MAT005580,Product_Type_232,Product_SubType_232-2
MAT005581,Product_Type_370,Product_SubType_370-2
MAT005582,Product_Type_1356,Product_SubType_1356-1
MAT005583,Product_Type_932,Product_SubType_932-3
MAT005584,Product_Type_471,Product_SubType_471-3
MAT005585,Product_Type_1017,Product_SubType_1017-1
MAT005586,Product_Type_692,Product_SubType_692-2
MAT005587,Product_Type_805,Product_SubType_805-1
MAT005588,Product_Type_1400,Product_SubType_1400-3
MAT005589,Product_Type_498,Product_SubType_498-1
MAT005590,Product_Type_1425,Product_SubType_1425-2
MAT005591,Product_Type_1209,Product_SubType_1209-1
MAT005592,Product_Type_877,Product_SubType_877-2
MAT005593,Product_Type_343,Product_SubType_343-2
MAT005594,Product_Type_1356,Product_SubType_1356-1
MAT005595,Product_Type_61,Product_SubType_61-2
MAT005596,Product_Type_425,Product_SubType_425-1
MAT005597,Product_Type_417,Product_SubType_417-3
MAT005598,Product_Type_261,Product_SubType_261-2
MAT005599,Product_Type_1471,Product_SubType_1471-1
MAT005600,Product_Type_139,Product_SubType_139-1
MAT005601,Product_Type_236,Product_SubType_236-2
MAT005602,Product_Type_570,Product_SubType_570-2
MAT005603,Product_Type_809,Product_SubType_809-2
MAT005604,Product_Type_119,Product_SubType_119-1
MAT005605,Product_Type_358,Product_SubType_358-2
MAT005606,Product_Type_8,Product_SubType_8-2
MAT005607,Product_Type_379,Product_SubType_379-3
MAT005608,Product_Type_369,Product_SubType_369-1
MAT005609,Product_Type_13,Product_SubType_13-5
MAT005610,Product_Type_822,Product_SubType_822-3
MAT005611,Product_Type_683,Product_SubType_683-4
MAT005612,Product_Type_104,Product_SubType_104-4
MAT005613,Product_Type_886,Product_SubType_886-4
MAT005614,Product_Type_1127,Product_SubType_1127-4
MAT005615,Product_Type_550,Product_SubType_550-1
MAT005616,Product_Type_1434,Product_SubType_1434-1
MAT005617,Product_Type_1375,Product_SubType_1375-4
MAT005618,Product_Type_1045,Product_SubType_1045-3
MAT005619,Product_Type_420,Product_SubType_420-2
MAT005620,Product_Type_1213,Product_SubType_1213-1
MAT005621,Product_Type_337,Product_SubType_337-2
MAT005622,Product_Type_756,Product_SubType_756-2
MAT005623,Product_Type_700,Product_SubType_700-5
MAT005624,Product_Type_1113,Product_SubType_1113-5
MAT005625,Product_Type_1219,Product_SubType_1219-2
MAT005626,Product_Type_1357,Product_SubType_1357-6
MAT005627,Product_Type_632,Product_SubType_632-1
MAT005628,Product_Type_1158,Product_SubType_1158-1
MAT005629,Product_Type_983,Product_SubType_983-1
MAT005630,Product_Type_881,Product_SubType_881-3
MAT005631,Product_Type_232,Product_SubType_232-4
MAT005632,Product_Type_41,Product_SubType_41-6
MAT005633,Product_Type_340,Product_SubType_340-6
MAT005634,Product_Type_612,Product_SubType_612-4
MAT005635,Product_Type_745,Product_SubType_745-1
MAT005636,Product_Type_1010,Product_SubType_1010-2
MAT005637,Product_Type_840,Product_SubType_840-1
MAT005638,Product_Type_774,Product_SubType_774-2
MAT005639,Product_Type_1219,Product_SubType_1219-1
MAT005640,Product_Type_1134,Product_SubType_1134-2
MAT005641,Product_Type_713,Product_SubType_713-1
MAT005642,Product_Type_521,Product_SubType_521-2
MAT005643,Product_Type_391,Product_SubType_391-1
MAT005644,Product_Type_1469,Product_SubType_1469-2
MAT005645,Product_Type_1430,Product_SubType_1430-3
MAT005646,Product_Type_246,Product_SubType_246-4
MAT005647,Product_Type_552,Product_SubType_552-4
MAT005648,Product_Type_533,Product_SubType_533-2
MAT005649,Product_Type_629,Product_SubType_629-1
MAT005650,Product_Type_1473,Product_SubType_1473-1
MAT005651,Product_Type_1422,Product_SubType_1422-3
MAT005652,Product_Type_829,Product_SubType_829-6
MAT005653,Product_Type_631,Product_SubType_631-1
