material,material_type
MAT005234,Material_Type_2
MAT005235,Material_Type_2
MAT005236,Material_Type_1
MAT005237,Material_Type_2
MAT005238,Material_Type_1
MAT005239,Material_Type_2
MAT005240,Material_Type_1
MAT005241,Material_Type_2
MAT005242,Material_Type_2
MAT005243,Material_Type_1
MAT005244,Material_Type_2
MAT005245,Material_Type_1
MAT005246,Material_Type_1
MAT005247,Material_Type_1
MAT005248,Material_Type_2
MAT005249,Material_Type_1
MAT005250,Material_Type_2
MAT005251,Material_Type_1
MAT005252,Material_Type_2
MAT005253,Material_Type_1
MAT005254,Material_Type_2
MAT005255,Material_Type_2
MAT005256,Material_Type_1
MAT005257,Material_Type_2
MAT005258,Material_Type_2
MAT005259,Material_Type_2
MAT005260,Material_Type_2
MAT005261,Material_Type_2
MAT005262,Material_Type_1
MAT005263,Material_Type_1
MAT005264,Material_Type_1
MAT005265,Material_Type_1
MAT005266,Material_Type_2
MAT005267,Material_Type_1
MAT005268,Material_Type_1
MAT005269,Material_Type_1
MAT005270,Material_Type_1
MAT005271,Material_Type_2
MAT005272,Material_Type_1
MAT005273,Material_Type_2
MAT005274,Material_Type_1
MAT005275,Material_Type_2
MAT005276,Material_Type_1
MAT005277,Material_Type_1
MAT005278,Material_Type_1
MAT005279,Material_Type_2
MAT005280,Material_Type_1
MAT005281,Material_Type_1
MAT005282,Material_Type_2
MAT005283,Material_Type_2
MAT005284,Material_Type_2
MAT005285,Material_Type_1
MAT005286,Material_Type_2
MAT005287,Material_Type_2
MAT005288,Material_Type_1
MAT005289,Material_Type_1
MAT005290,Material_Type_2
MAT005291,Material_Type_2
MAT005292,Material_Type_1
MAT005293,Material_Type_1
MAT005294,Material_Type_1
MAT005295,Material_Type_2
MAT005296,Material_Type_2
MAT005297,Material_Type_2
MAT005298,Material_Type_2
MAT005299,Material_Type_2
MAT005300,Material_Type_1
MAT005301,Material_Type_2
MAT005302,Material_Type_2
MAT005303,Material_Type_2
MAT005304,Material_Type_2
MAT005305,Material_Type_2
MAT005306,Material_Type_2
MAT005307,Material_Type_2
MAT005308,Material_Type_1
MAT005309,Material_Type_1
MAT005310,Material_Type_1
MAT005311,Material_Type_2
MAT005312,Material_Type_1
MAT005313,Material_Type_1
MAT005314,Material_Type_2
MAT005315,Material_Type_2
MAT005316,Material_Type_2
MAT005317,Material_Type_2
MAT005318,Material_Type_1
MAT005319,Material_Type_1
MAT005320,Material_Type_2
MAT005321,Material_Type_1
MAT005322,Material_Type_2
MAT005323,Material_Type_1
MAT005324,Material_Type_2
MAT005325,Material_Type_2
MAT005326,Material_Type_2
MAT005327,Material_Type_2
MAT005328,Material_Type_1
MAT005329,Material_Type_2
MAT005330,Material_Type_2
MAT005331,Material_Type_1
MAT005332,Material_Type_2
MAT005333,Material_Type_1
MAT005334,Material_Type_2
MAT005335,Material_Type_1
MAT005336,Material_Type_1
MAT005337,Material_Type_1
MAT005338,Material_Type_2
MAT005339,Material_Type_1
MAT005340,Material_Type_2
MAT005341,Material_Type_2
MAT005342,Material_Type_1
MAT005343,Material_Type_2
MAT005344,Material_Type_1
MAT005345,Material_Type_2
MAT005346,Material_Type_2
MAT005347,Material_Type_1
MAT005348,Material_Type_2
MAT005349,Material_Type_2
MAT005350,Material_Type_1
MAT005351,Material_Type_1
MAT005352,Material_Type_2
MAT005353,Material_Type_1
MAT005354,Material_Type_2
MAT005355,Material_Type_1
MAT005356,Material_Type_1
MAT005357,Material_Type_2
MAT005358,Material_Type_1
MAT005359,Material_Type_1
MAT005360,Material_Type_1
MAT005361,Material_Type_1
MAT005362,Material_Type_2
MAT005363,Material_Type_1
MAT005364,Material_Type_1
MAT005365,Material_Type_2
MAT005366,Material_Type_2
MAT005367,Material_Type_2
MAT005368,Material_Type_2
MAT005369,Material_Type_1
MAT005370,Material_Type_2
MAT005371,Material_Type_2
MAT005372,Material_Type_1
MAT005373,Material_Type_1
MAT005374,Material_Type_2
MAT005375,Material_Type_2
MAT005376,Material_Type_1
MAT005377,Material_Type_1
MAT005378,Material_Type_1
MAT005379,Material_Type_1
MAT005380,Material_Type_2
MAT005381,Material_Type_2
MAT005382,Material_Type_1
MAT005383,Material_Type_2
MAT005384,Material_Type_1
MAT005385,Material_Type_2
MAT005386,Material_Type_1
MAT005387,Material_Type_2
MAT005388,Material_Type_1
MAT005389,Material_Type_1
MAT005390,Material_Type_1
MAT005391,Material_Type_2
MAT005392,Material_Type_2
MAT005393,Material_Type_1
MAT005394,Material_Type_1
MAT005395,Material_Type_1
MAT005396,Material_Type_1
MAT005397,Material_Type_2
MAT005398,Material_Type_2
MAT005399,Material_Type_1
MAT005400,Material_Type_1
MAT005401,Material_Type_2
MAT005402,Material_Type_2
MAT005403,Material_Type_2
MAT005404,Material_Type_2
MAT005405,Material_Type_2
MAT005406,Material_Type_1
MAT005407,Material_Type_1
MAT005408,Material_Type_1
MAT005409,Material_Type_2
MAT005410,Material_Type_1
MAT005411,Material_Type_2
MAT005412,Material_Type_2
MAT005413,Material_Type_2
MAT005414,Material_Type_1
MAT005415,Material_Type_2
MAT005416,Material_Type_1
MAT005417,Material_Type_1
MAT005418,Material_Type_1
MAT005419,Material_Type_1
MAT005420,Material_Type_1
MAT005421,Material_Type_1
MAT005422,Material_Type_1
MAT005423,Material_Type_2
MAT005424,Material_Type_1
MAT005425,Material_Type_2
MAT005426,Material_Type_2
MAT005427,Material_Type_2
MAT005428,Material_Type_1
MAT005429,Material_Type_1
MAT005430,Material_Type_1
MAT005431,Material_Type_1
MAT005432,Material_Type_2
MAT005433,Material_Type_1
MAT005434,Material_Type_2
MAT005435,Material_Type_1
MAT005436,Material_Type_2
MAT005437,Material_Type_2
MAT005438,Material_Type_2
MAT005439,Material_Type_1
MAT005440,Material_Type_1
MAT005441,Material_Type_1
MAT005442,Material_Type_1
MAT005443,Material_Type_1
MAT005444,Material_Type_2
MAT005445,Material_Type_1
MAT005446,Material_Type_2
MAT005447,Material_Type_1
MAT005448,Material_Type_2
MAT005449,Material_Type_1
MAT005450,Material_Type_2
MAT005451,Material_Type_2
MAT005452,Material_Type_1
MAT005453,Material_Type_1
MAT005454,Material_Type_2
MAT005455,Material_Type_1
MAT005456,Material_Type_2
MAT005457,Material_Type_2
MAT005458,Material_Type_2
MAT005459,Material_Type_1
MAT005460,Material_Type_2
MAT005461,Material_Type_2
MAT005462,Material_Type_2
MAT005463,Material_Type_1
MAT005464,Material_Type_1
MAT005465,Material_Type_2
MAT005466,Material_Type_2
MAT005467,Material_Type_2
MAT005468,Material_Type_1
MAT005469,Material_Type_1
MAT005470,Material_Type_2
MAT005471,Material_Type_2
MAT005472,Material_Type_1
MAT005473,Material_Type_2
MAT005474,Material_Type_2
MAT005475,Material_Type_2
MAT005476,Material_Type_1
MAT005477,Material_Type_2
MAT005478,Material_Type_2
MAT005479,Material_Type_2
MAT005480,Material_Type_1
MAT005481,Material_Type_2
MAT005482,Material_Type_1
MAT005483,Material_Type_1
MAT005484,Material_Type_1
MAT005485,Material_Type_1
MAT005486,Material_Type_1
MAT005487,Material_Type_1
MAT005488,Material_Type_1
MAT005489,Material_Type_2
MAT005490,Material_Type_2
MAT005491,Material_Type_1
MAT005492,Material_Type_2
MAT005493,Material_Type_1
MAT005494,Material_Type_1
MAT005495,Material_Type_1
MAT005496,Material_Type_2
MAT005497,Material_Type_2
MAT005498,Material_Type_2
MAT005499,Material_Type_1
MAT005500,Material_Type_1
MAT005501,Material_Type_2
MAT005502,Material_Type_2
MAT005503,Material_Type_2
MAT005504,Material_Type_1
MAT005505,Material_Type_2
MAT005506,Material_Type_1
MAT005507,Material_Type_2
MAT005508,Material_Type_1
MAT005509,Material_Type_1
MAT005510,Material_Type_2
MAT005511,Material_Type_1
MAT005512,Material_Type_2
MAT005513,Material_Type_1
MAT005514,Material_Type_2
MAT005515,Material_Type_1
MAT005516,Material_Type_1
MAT005517,Material_Type_2
MAT005518,Material_Type_2
MAT005519,Material_Type_1
MAT005520,Material_Type_1
MAT005521,Material_Type_2
MAT005522,Material_Type_2
MAT005523,Material_Type_1
MAT005524,Material_Type_2
MAT005525,Material_Type_1
MAT005526,Material_Type_1
MAT005527,Material_Type_2
MAT005528,Material_Type_2
MAT005529,Material_Type_1
MAT005530,Material_Type_1
MAT005531,Material_Type_2
MAT005532,Material_Type_2
MAT005533,Material_Type_1
MAT005534,Material_Type_2
MAT005535,Material_Type_1
MAT005536,Material_Type_2
MAT005537,Material_Type_1
MAT005538,Material_Type_1
MAT005539,Material_Type_2
MAT005540,Material_Type_1
MAT005541,Material_Type_1
MAT005542,Material_Type_2
MAT005543,Material_Type_1
MAT005544,Material_Type_1
MAT005545,Material_Type_2
MAT005546,Material_Type_2
MAT005547,Material_Type_1
MAT005548,Material_Type_2
MAT005549,Material_Type_1
MAT005550,Material_Type_1
MAT005551,Material_Type_1
MAT005552,Material_Type_1
MAT005553,Material_Type_2
MAT005554,Material_Type_1
MAT005555,Material_Type_1
MAT005556,Material_Type_1
MAT005557,Material_Type_2
MAT005558,Material_Type_1
MAT005559,Material_Type_2
MAT005560,Material_Type_2
MAT005561,Material_Type_2
MAT005562,Material_Type_2
MAT005563,Material_Type_1
MAT005564,Material_Type_1
MAT005565,Material_Type_1
MAT005566,Material_Type_2
MAT005567,Material_Type_2
MAT005568,Material_Type_1
MAT005569,Material_Type_2
MAT005570,Material_Type_1
MAT005571,Material_Type_2
MAT005572,Material_Type_2
MAT005573,Material_Type_2
MAT005574,Material_Type_2
MAT005575,Material_Type_2
MAT005576,Material_Type_1
MAT005577,Material_Type_2
MAT005578,Material_Type_1
MAT005579,Material_Type_1
MAT005580,Material_Type_2
MAT005581,Material_Type_1
MAT005582,Material_Type_2
MAT005583,Material_Type_1
MAT005584,Material_Type_1
MAT005585,Material_Type_1
MAT005586,Material_Type_2
MAT005587,Material_Type_2
MAT005588,Material_Type_1
MAT005589,Material_Type_1
MAT005590,Material_Type_1
MAT005591,Material_Type_1
MAT005592,Material_Type_1
MAT005593,Material_Type_2
MAT005594,Material_Type_2
MAT005595,Material_Type_1
MAT005596,Material_Type_2
MAT005597,Material_Type_1
MAT005598,Material_Type_2
MAT005599,Material_Type_1
MAT005600,Material_Type_2
MAT005601,Material_Type_2
MAT005602,Material_Type_1
MAT005603,Material_Type_2
MAT005604,Material_Type_2
MAT005605,Material_Type_1
MAT005606,Material_Type_2
MAT005607,Material_Type_1
MAT005608,Material_Type_2
MAT005609,Material_Type_2
MAT005610,Material_Type_1
MAT005611,Material_Type_2
MAT005612,Material_Type_1
MAT005613,Material_Type_2
MAT005614,Material_Type_1
MAT005615,Material_Type_2
MAT005616,Material_Type_2
MAT005617,Material_Type_2
MAT005618,Material_Type_2
MAT005619,Material_Type_2
MAT005620,Material_Type_1
MAT005621,Material_Type_1
MAT005622,Material_Type_2
MAT005623,Material_Type_2
MAT005624,Material_Type_1
MAT005625,Material_Type_1
MAT005626,Material_Type_2
MAT005627,Material_Type_2
MAT005628,Material_Type_2
MAT005629,Material_Type_1
MAT005630,Material_Type_2
MAT005631,Material_Type_1
MAT005632,Material_Type_2
MAT005633,Material_Type_1
MAT005634,Material_Type_1
MAT005635,Material_Type_2
MAT005636,Material_Type_1
MAT005637,Material_Type_1
MAT005638,Material_Type_2
MAT005639,Material_Type_2
MAT005640,Material_Type_1
MAT005641,Material_Type_1
MAT005642,Material_Type_1
MAT005643,Material_Type_2
MAT005644,Material_Type_1
MAT005645,Material_Type_1
MAT005646,Material_Type_1
MAT005647,Material_Type_1
MAT005648,Material_Type_2
MAT005649,Material_Type_1
MAT005650,Material_Type_2
MAT005651,Material_Type_2
MAT005652,Material_Type_1
MAT005653,Material_Type_2
MAT005654,Material_Type_1
MAT005655,Material_Type_1
MAT005656,Material_Type_1
MAT005657,Material_Type_1
MAT005658,Material_Type_2
MAT005659,Material_Type_2
MAT005660,Material_Type_2
MAT005661,Material_Type_1
MAT005662,Material_Type_1
MAT005663,Material_Type_1
MAT005664,Material_Type_1
MAT005665,Material_Type_2
MAT005666,Material_Type_1
MAT005667,Material_Type_1
MAT005668,Material_Type_2
MAT005669,Material_Type_1
MAT005670,Material_Type_2
MAT005671,Material_Type_2
MAT005672,Material_Type_2
MAT005673,Material_Type_2
MAT005674,Material_Type_2
MAT005675,Material_Type_1
MAT005676,Material_Type_1
MAT005677,Material_Type_1
MAT005678,Material_Type_1
MAT005679,Material_Type_1
MAT005680,Material_Type_2
MAT005681,Material_Type_1
MAT005682,Material_Type_2
MAT005683,Material_Type_2
MAT005684,Material_Type_2
MAT005685,Material_Type_2
MAT005686,Material_Type_2
MAT005687,Material_Type_1
MAT005688,Material_Type_1
MAT005689,Material_Type_1
MAT005690,Material_Type_1
MAT005691,Material_Type_2
MAT005692,Material_Type_1
MAT005693,Material_Type_2
MAT005694,Material_Type_2
MAT005695,Material_Type_1
MAT005696,Material_Type_1
MAT005697,Material_Type_2
MAT005698,Material_Type_1
MAT005699,Material_Type_2
MAT005700,Material_Type_2
MAT005701,Material_Type_1
MAT005702,Material_Type_2
MAT005703,Material_Type_1
MAT005704,Material_Type_1
MAT005705,Material_Type_1
MAT005706,Material_Type_2
MAT005707,Material_Type_1
MAT005708,Material_Type_1
MAT005709,Material_Type_1
MAT005710,Material_Type_2
MAT005711,Material_Type_1
MAT005712,Material_Type_1
MAT005713,Material_Type_2
MAT005714,Material_Type_2
MAT005715,Material_Type_2
MAT005716,Material_Type_1
MAT005717,Material_Type_2
MAT005718,Material_Type_2
MAT005719,Material_Type_1
MAT005720,Material_Type_2
MAT005721,Material_Type_1
MAT005722,Material_Type_1
MAT005723,Material_Type_2
MAT005724,Material_Type_1
MAT005725,Material_Type_1
MAT005726,Material_Type_2
MAT005727,Material_Type_2
MAT005728,Material_Type_1
MAT005729,Material_Type_2
MAT005730,Material_Type_1
MAT005731,Material_Type_2
MAT005732,Material_Type_1
MAT005733,Material_Type_2
MAT005734,Material_Type_1
MAT005735,Material_Type_2
MAT005736,Material_Type_2
MAT005737,Material_Type_2
MAT005738,Material_Type_1
MAT005739,Material_Type_2
MAT005740,Material_Type_2
MAT005741,Material_Type_1
MAT005742,Material_Type_1
MAT005743,Material_Type_2
MAT005744,Material_Type_2
MAT005745,Material_Type_2
MAT005746,Material_Type_2
MAT005747,Material_Type_2
MAT005748,Material_Type_2
MAT005749,Material_Type_2
MAT005750,Material_Type_2
MAT005751,Material_Type_2
MAT005752,Material_Type_2
MAT005753,Material_Type_2
MAT005754,Material_Type_2
MAT005755,Material_Type_1
MAT005756,Material_Type_2
MAT005757,Material_Type_1
MAT005758,Material_Type_1
MAT005759,Material_Type_1
MAT005760,Material_Type_1
MAT005761,Material_Type_1
MAT005762,Material_Type_1
MAT005763,Material_Type_2
MAT005764,Material_Type_1
MAT005765,Material_Type_1
MAT005766,Material_Type_2
MAT005767,Material_Type_1
MAT005768,Material_Type_2
MAT005769,Material_Type_1
MAT005770,Material_Type_2
MAT005771,Material_Type_2
MAT005772,Material_Type_1
MAT005773,Material_Type_1
MAT005774,Material_Type_2
MAT005775,Material_Type_1
MAT005776,Material_Type_2
MAT005777,Material_Type_1
MAT005778,Material_Type_2
MAT005779,Material_Type_1
MAT005780,Material_Type_1
MAT005781,Material_Type_2
MAT005782,Material_Type_1
MAT005783,Material_Type_2
MAT005784,Material_Type_2
MAT005785,Material_Type_2
MAT005786,Material_Type_1
MAT005787,Material_Type_1
MAT005788,Material_Type_1
MAT005789,Material_Type_1
MAT005790,Material_Type_2
MAT005791,Material_Type_1
MAT005792,Material_Type_1
MAT005793,Material_Type_2
MAT005794,Material_Type_1
MAT005795,Material_Type_2
MAT005796,Material_Type_1
MAT005797,Material_Type_1
MAT005798,Material_Type_1
MAT005799,Material_Type_1
MAT005800,Material_Type_1
MAT005801,Material_Type_1
MAT005802,Material_Type_2
MAT005803,Material_Type_2
MAT005804,Material_Type_2
MAT005805,Material_Type_1
MAT005806,Material_Type_2
MAT005807,Material_Type_2
MAT005808,Material_Type_1
MAT005809,Material_Type_2
MAT005810,Material_Type_2
MAT005811,Material_Type_2
MAT005812,Material_Type_1
MAT005813,Material_Type_2
MAT005814,Material_Type_2
MAT005815,Material_Type_1
MAT005816,Material_Type_1
MAT005817,Material_Type_1
MAT005818,Material_Type_1
MAT005819,Material_Type_1
MAT005820,Material_Type_1
MAT005821,Material_Type_1
MAT005822,Material_Type_1
MAT005823,Material_Type_2
MAT005824,Material_Type_2
MAT005825,Material_Type_1
MAT005826,Material_Type_2
MAT005827,Material_Type_2
MAT005828,Material_Type_1
MAT005829,Material_Type_2
MAT005830,Material_Type_2
MAT005831,Material_Type_1
MAT005832,Material_Type_2
MAT005833,Material_Type_2
MAT005834,Material_Type_1
MAT005835,Material_Type_2
MAT005836,Material_Type_2
MAT005837,Material_Type_1
MAT005838,Material_Type_1
MAT005839,Material_Type_2
MAT005840,Material_Type_2
MAT005841,Material_Type_2
MAT005842,Material_Type_1
MAT005843,Material_Type_1
MAT005844,Material_Type_2
MAT005845,Material_Type_1
MAT005846,Material_Type_2
MAT005847,Material_Type_2
MAT005848,Material_Type_2
MAT005849,Material_Type_2
MAT005850,Material_Type_1
MAT005851,Material_Type_1
MAT005852,Material_Type_1
MAT005853,Material_Type_2
MAT005854,Material_Type_1
MAT005855,Material_Type_2
MAT005856,Material_Type_1
MAT005857,Material_Type_2
MAT005858,Material_Type_2
MAT005859,Material_Type_1
MAT005860,Material_Type_1
MAT005861,Material_Type_2
MAT005862,Material_Type_2
MAT005863,Material_Type_1
MAT005864,Material_Type_2
MAT005865,Material_Type_2
MAT005866,Material_Type_2
MAT005867,Material_Type_2
MAT005868,Material_Type_1
MAT005869,Material_Type_1
MAT005870,Material_Type_2
MAT005871,Material_Type_1
MAT005872,Material_Type_2
MAT005873,Material_Type_1
MAT005874,Material_Type_1
MAT005875,Material_Type_2
MAT005876,Material_Type_2
MAT005877,Material_Type_2
MAT005878,Material_Type_1
MAT005879,Material_Type_1
MAT005880,Material_Type_2
MAT005881,Material_Type_1
MAT005882,Material_Type_1
MAT005883,Material_Type_1
MAT005884,Material_Type_1
MAT005885,Material_Type_2
MAT005886,Material_Type_1
MAT005887,Material_Type_1
MAT005888,Material_Type_2
MAT005889,Material_Type_1
MAT005890,Material_Type_1
MAT005891,Material_Type_1
MAT005892,Material_Type_2
MAT005893,Material_Type_1
MAT005894,Material_Type_1
MAT005895,Material_Type_1
MAT005896,Material_Type_2
MAT005897,Material_Type_1
MAT005898,Material_Type_2
MAT005899,Material_Type_2
MAT005900,Material_Type_1
MAT005901,Material_Type_2
MAT005902,Material_Type_2
MAT005903,Material_Type_2
MAT005904,Material_Type_2
MAT005905,Material_Type_1
MAT005906,Material_Type_1
MAT005907,Material_Type_2
MAT005908,Material_Type_1
MAT005909,Material_Type_1
MAT005910,Material_Type_2
MAT005911,Material_Type_2
MAT005912,Material_Type_1
MAT005913,Material_Type_1
MAT005914,Material_Type_2
MAT005915,Material_Type_2
MAT005916,Material_Type_2
MAT005917,Material_Type_1
MAT005918,Material_Type_2
MAT005919,Material_Type_2
MAT005920,Material_Type_2
MAT005921,Material_Type_1
MAT005922,Material_Type_1
MAT005923,Material_Type_1
MAT005924,Material_Type_2
MAT005925,Material_Type_1
MAT005926,Material_Type_2
MAT005927,Material_Type_2
MAT005928,Material_Type_2
MAT005929,Material_Type_2
MAT005930,Material_Type_2
MAT005931,Material_Type_1
MAT005932,Material_Type_2
MAT005933,Material_Type_1
MAT005934,Material_Type_2
MAT005935,Material_Type_1
MAT005936,Material_Type_1
MAT005937,Material_Type_2
MAT005938,Material_Type_1
MAT005939,Material_Type_2
MAT005940,Material_Type_2
MAT005941,Material_Type_2
MAT005942,Material_Type_1
MAT005943,Material_Type_1
MAT005944,Material_Type_1
MAT005945,Material_Type_2
MAT005946,Material_Type_2
MAT005947,Material_Type_1
MAT005948,Material_Type_2
MAT005949,Material_Type_1
MAT005950,Material_Type_1
MAT005951,Material_Type_1
MAT005952,Material_Type_1
MAT005953,Material_Type_2
MAT005954,Material_Type_1
MAT005955,Material_Type_1
MAT005956,Material_Type_1
MAT005957,Material_Type_2
MAT005958,Material_Type_1
MAT005959,Material_Type_2
MAT005960,Material_Type_1
MAT005961,Material_Type_1
MAT005962,Material_Type_1
MAT005963,Material_Type_1
MAT005964,Material_Type_1
MAT005965,Material_Type_1
MAT005966,Material_Type_2
MAT005967,Material_Type_1
MAT005968,Material_Type_2
MAT005969,Material_Type_1
MAT005970,Material_Type_2
MAT005971,Material_Type_1
MAT005972,Material_Type_2
MAT005973,Material_Type_2
MAT005974,Material_Type_1
MAT005975,Material_Type_1
MAT005976,Material_Type_1
MAT005977,Material_Type_1
MAT005978,Material_Type_2
MAT005979,Material_Type_2
MAT005980,Material_Type_1
MAT005981,Material_Type_1
MAT005982,Material_Type_2
MAT005983,Material_Type_2
MAT005984,Material_Type_1
MAT005985,Material_Type_1
MAT005986,Material_Type_2
MAT005987,Material_Type_2
MAT005988,Material_Type_2
MAT005989,Material_Type_1
MAT005990,Material_Type_2
MAT005991,Material_Type_2
MAT005992,Material_Type_2
MAT005993,Material_Type_1
MAT005994,Material_Type_2
MAT005995,Material_Type_2
MAT005996,Material_Type_2
MAT005997,Material_Type_2
MAT005998,Material_Type_2
MAT005999,Material_Type_1
MAT006000,Material_Type_2
MAT006001,Material_Type_1
MAT006002,Material_Type_1
MAT006003,Material_Type_1
MAT006004,Material_Type_2
MAT006005,Material_Type_2
MAT006006,Material_Type_1
MAT006007,Material_Type_1
MAT006008,Material_Type_2
MAT006009,Material_Type_2
MAT006010,Material_Type_2
MAT006011,Material_Type_2
MAT006012,Material_Type_2
MAT006013,Material_Type_1
MAT006014,Material_Type_1
MAT006015,Material_Type_1
MAT006016,Material_Type_1
MAT006017,Material_Type_2
MAT006018,Material_Type_2
MAT006019,Material_Type_1
MAT006020,Material_Type_1
MAT006021,Material_Type_1
MAT006022,Material_Type_2
MAT006023,Material_Type_1
MAT006024,Material_Type_2
MAT006025,Material_Type_2
MAT006026,Material_Type_1
MAT006027,Material_Type_1
MAT006028,Material_Type_1
MAT006029,Material_Type_1
MAT006030,Material_Type_2
MAT006031,Material_Type_2
MAT006032,Material_Type_2
MAT006033,Material_Type_2
MAT006034,Material_Type_2
MAT006035,Material_Type_1
MAT006036,Material_Type_1
MAT006037,Material_Type_2
MAT006038,Material_Type_2
MAT006039,Material_Type_2
MAT006040,Material_Type_2
MAT006041,Material_Type_2
MAT006042,Material_Type_1
MAT006043,Material_Type_2
MAT006044,Material_Type_1
MAT006045,Material_Type_2
MAT006046,Material_Type_1
MAT006047,Material_Type_1
MAT006048,Material_Type_1
MAT006049,Material_Type_2
MAT006050,Material_Type_1
MAT006051,Material_Type_2
MAT006052,Material_Type_2
MAT006053,Material_Type_1
MAT006054,Material_Type_2
MAT006055,Material_Type_2
MAT006056,Material_Type_2
MAT006057,Material_Type_1
MAT006058,Material_Type_1
MAT006059,Material_Type_1
MAT006060,Material_Type_2
MAT006061,Material_Type_2
MAT006062,Material_Type_2
MAT006063,Material_Type_1
MAT006064,Material_Type_2
MAT006065,Material_Type_2
MAT006066,Material_Type_2
MAT006067,Material_Type_2
MAT006068,Material_Type_1
MAT006069,Material_Type_2
MAT006070,Material_Type_2
MAT006071,Material_Type_2
MAT006072,Material_Type_2
MAT006073,Material_Type_2
MAT006074,Material_Type_2
MAT006075,Material_Type_2
MAT006076,Material_Type_1
MAT006077,Material_Type_1
MAT006078,Material_Type_2
MAT006079,Material_Type_1
MAT006080,Material_Type_2
MAT006081,Material_Type_1
MAT006082,Material_Type_2
MAT006083,Material_Type_1
MAT006084,Material_Type_2
MAT006085,Material_Type_1
MAT006086,Material_Type_2
MAT006087,Material_Type_2
MAT006088,Material_Type_1
MAT006089,Material_Type_1
MAT006090,Material_Type_2
MAT006091,Material_Type_1
MAT006092,Material_Type_1
MAT006093,Material_Type_1
MAT006094,Material_Type_2
MAT006095,Material_Type_2
MAT006096,Material_Type_1
MAT006097,Material_Type_1
MAT006098,Material_Type_1
MAT006099,Material_Type_2
MAT006100,Material_Type_1
MAT006101,Material_Type_2
MAT006102,Material_Type_2
MAT006103,Material_Type_2
MAT006104,Material_Type_2
MAT006105,Material_Type_1
MAT006106,Material_Type_1
MAT006107,Material_Type_1
MAT006108,Material_Type_1
MAT006109,Material_Type_2
MAT006110,Material_Type_2
MAT006111,Material_Type_1
MAT006112,Material_Type_1
MAT006113,Material_Type_1
MAT006114,Material_Type_2
MAT006115,Material_Type_2
MAT006116,Material_Type_2
MAT006117,Material_Type_1
MAT006118,Material_Type_1
MAT006119,Material_Type_2
MAT006120,Material_Type_2
MAT006121,Material_Type_1
MAT006122,Material_Type_2
MAT006123,Material_Type_1
MAT006124,Material_Type_2
MAT006125,Material_Type_1
MAT006126,Material_Type_2
MAT006127,Material_Type_1
MAT006128,Material_Type_1
MAT006129,Material_Type_1
MAT006130,Material_Type_2
MAT006131,Material_Type_2
MAT006132,Material_Type_1
MAT006133,Material_Type_2
MAT006134,Material_Type_1
MAT006135,Material_Type_1
MAT006136,Material_Type_1
MAT006137,Material_Type_1
MAT006138,Material_Type_2
MAT006139,Material_Type_2
MAT006140,Material_Type_1
MAT006141,Material_Type_1
MAT006142,Material_Type_1
MAT006143,Material_Type_1
MAT006144,Material_Type_2
MAT006145,Material_Type_2
MAT006146,Material_Type_2
MAT006147,Material_Type_2
MAT006148,Material_Type_1
MAT006149,Material_Type_2
MAT006150,Material_Type_2
MAT006151,Material_Type_2
MAT006152,Material_Type_1
MAT006153,Material_Type_2
MAT006154,Material_Type_2
MAT006155,Material_Type_2
MAT006156,Material_Type_1
MAT006157,Material_Type_2
MAT006158,Material_Type_2
MAT006159,Material_Type_1
MAT006160,Material_Type_2
MAT006161,Material_Type_2
MAT006162,Material_Type_2
MAT006163,Material_Type_1
MAT006164,Material_Type_2
MAT006165,Material_Type_2
MAT006166,Material_Type_1
MAT006167,Material_Type_1
MAT006168,Material_Type_1
MAT006169,Material_Type_1
MAT006170,Material_Type_1
MAT006171,Material_Type_1
MAT006172,Material_Type_2
MAT006173,Material_Type_2
MAT006174,Material_Type_1
MAT006175,Material_Type_1
MAT006176,Material_Type_2
MAT006177,Material_Type_1
MAT006178,Material_Type_1
MAT006179,Material_Type_2
MAT006180,Material_Type_2
MAT006181,Material_Type_2
MAT006182,Material_Type_1
MAT006183,Material_Type_2
MAT006184,Material_Type_2
MAT006185,Material_Type_1
MAT006186,Material_Type_2
MAT006187,Material_Type_2
MAT006188,Material_Type_1
MAT006189,Material_Type_1
MAT006190,Material_Type_1
MAT006191,Material_Type_1
MAT006192,Material_Type_1
MAT006193,Material_Type_2
MAT006194,Material_Type_2
MAT006195,Material_Type_1
MAT006196,Material_Type_2
MAT006197,Material_Type_2
MAT006198,Material_Type_2
MAT006199,Material_Type_2
MAT006200,Material_Type_1
MAT006201,Material_Type_2
MAT006202,Material_Type_2
MAT006203,Material_Type_2
MAT006204,Material_Type_2
MAT006205,Material_Type_1
MAT006206,Material_Type_2
MAT006207,Material_Type_2
MAT006208,Material_Type_1
MAT006209,Material_Type_1
MAT006210,Material_Type_2
MAT006211,Material_Type_2
MAT006212,Material_Type_1
MAT006213,Material_Type_2
MAT006214,Material_Type_1
MAT006215,Material_Type_2
MAT006216,Material_Type_2
MAT006217,Material_Type_1
MAT006218,Material_Type_1
MAT006219,Material_Type_2
MAT006220,Material_Type_2
MAT006221,Material_Type_2
MAT006222,Material_Type_1
MAT006223,Material_Type_2
MAT006224,Material_Type_2
MAT006225,Material_Type_2
MAT006226,Material_Type_1
MAT006227,Material_Type_1
MAT006228,Material_Type_1
MAT006229,Material_Type_2
MAT006230,Material_Type_1
MAT006231,Material_Type_2
MAT006232,Material_Type_1
