plant,plant_types,sourcing_vendor,material,brand,sub_brand,product_type,product_subtype,window_tag,customer,ship_to_customer,key_account,key_account_grouper,country
Plant_791,Plant_Type_3,Vendor_501,MAT001069,Brand_3780,Sub_Brand_47,Product_Type_493,Product_SubType_493-8,WindowQ4,Customer_6141,ShipToCustomer_611,Key_Account_251,Region_22,Country_1
Plant_317,Plant_Type_1,Vendor_96,MAT000126,Brand_4723,Sub_Brand_43,Product_Type_675,Product_SubType_675-2,WindowQ1,Customer_1320,ShipToCustomer_413,Key_Account_180,Region_21,Country_13
Plant_137,Plant_Type_2,Vendor_875,MAT002456,Brand_5464,Sub_Brand_71,Product_Type_245,Product_SubType_245-2,WindowQ1,Customer_4012,ShipToCustomer_361,Key_Account_141,Region_2,Country_8
Plant_38,Plant_Type_3,Vendor_99,MAT001682,Brand_2893,Sub_Brand_120,Product_Type_625,Product_SubType_625-4,Null,Customer_2882,ShipToCustomer_498,Key_Account_345,Region_29,Country_14
Plant_523,Plant_Type_2,Vendor_556,MAT000830,Brand_1554,Sub_Brand_28,Product_Type_334,Product_SubType_334-3,WindowQ3,Customer_3662,ShipToCustomer_264,Key_Account_185,Region_8,Country_2
Plant_527,Plant_Type_1,Vendor_571,MAT001447,Brand_87,Sub_Brand_46,Product_Type_378,Product_SubType_378-3,WindowQ4,Customer_6148,ShipToCustomer_190,Key_Account_95,Region_19,Country_14
Plant_529,Plant_Type_4,Vendor_356,MAT002531,Brand_3302,Sub_Brand_58,Product_Type_255,Product_SubType_255-3,WindowQ4,Customer_2507,ShipToCustomer_14,Key_Account_166,Region_16,Country_14
Plant_38,Plant_Type_3,Vendor_542,MAT001000,Brand_6037,Sub_Brand_144,Product_Type_1024,Product_SubType_1024-4,WindowQ3,Customer_1381,ShipToCustomer_671,Key_Account_64,Region_32,Country_6
Plant_246,Plant_Type_2,Vendor_389,MAT002532,Brand_1720,Sub_Brand_37,Product_Type_834,Product_SubType_834-1,WindowQ4,Customer_5144,ShipToCustomer_162,Key_Account_181,Region_10,Country_13
Plant_488,Plant_Type_1,Vendor_464,MAT002246,Brand_652,Sub_Brand_73,Product_Type_863,Product_SubType_863-1,WindowQ2,Customer_5720,ShipToCustomer_519,Key_Account_18,Region_10,Country_7
Plant_788,Plant_Type_2,Vendor_598,MAT001865,Brand_2952,Sub_Brand_96,Product_Type_1274,Product_SubType_1274-4,WindowQ1,Customer_1263,ShipToCustomer_702,Key_Account_86,Region_5,Country_5
Plant_776,Plant_Type_1,Vendor_516,MAT000218,Brand_5169,Sub_Brand_17,Product_Type_559,Product_SubType_559-1,WindowQ3,Customer_7047,ShipToCustomer_217,Key_Account_153,Region_28,Country_1
Plant_330,Plant_Type_3,Vendor_195,MAT000210,Brand_6194,Sub_Brand_107,Product_Type_541,Product_SubType_541-1,WindowQ1,Customer_1611,ShipToCustomer_69,Key_Account_57,Region_4,Country_15
Plant_465,Plant_Type_2,Vendor_706,MAT001564,Brand_4067,Sub_Brand_108,Product_Type_1135,Product_SubType_1135-2,Null,Customer_2848,ShipToCustomer_460,Key_Account_26,Region_31,Country_12
Plant_19,Plant_Type_2,Vendor_751,MAT000540,Brand_3507,Sub_Brand_46,Product_Type_1182,Product_SubType_1182-4,WindowQ2,Customer_4830,ShipToCustomer_64,Key_Account_49,Region_12,Country_7
Plant_46,Plant_Type_2,Vendor_724,MAT002084,Brand_2979,Sub_Brand_146,Product_Type_858,Product_SubType_858-1,WindowQ4,Customer_4487,ShipToCustomer_194,Key_Account_105,Region_32,Country_13
Plant_55,Plant_Type_1,Vendor_92,MAT000912,Brand_7199,Sub_Brand_82,Product_Type_1242,Product_SubType_1242-4,WindowQ1,Customer_6747,ShipToCustomer_23,Key_Account_92,WorldWide,Country_8
Plant_275,Plant_Type_3,Vendor_752,MAT002591,Brand_2890,Sub_Brand_97,Product_Type_69,Product_SubType_69-3,WindowQ2,Customer_2059,ShipToCustomer_651,Key_Account_40,Region_7,Country_6
Plant_402,Plant_Type_2,Vendor_585,MAT002123,Brand_1123,Sub_Brand_134,Product_Type_839,Product_SubType_839-3,WindowQ2,Customer_5079,ShipToCustomer_533,Key_Account_387,Region_38,Country_10
Plant_135,Plant_Type_1,Vendor_570,MAT000376,Brand_2576,Sub_Brand_108,Product_Type_117,Product_SubType_117-1,WindowQ3,Customer_2601,ShipToCustomer_953,Key_Account_366,Region_45,Country_2
Plant_377,Plant_Type_3,Vendor_633,MAT001089,Brand_208,Sub_Brand_131,Product_Type_77,Product_SubType_77-2,Null,Customer_7267,ShipToCustomer_329,Key_Account_314,Region_14,Country_13
Plant_703,Plant_Type_3,Vendor_904,MAT000936,Brand_4881,Sub_Brand_104,Product_Type_1058,Product_SubType_1058-6,WindowQ2,Customer_3215,ShipToCustomer_408,Key_Account_232,Region_2,Country_12
Plant_219,Plant_Type_3,Vendor_984,MAT002888,Brand_3339,Sub_Brand_102,Product_Type_1029,Product_SubType_1029-6,WindowQ3,Customer_4960,ShipToCustomer_218,Key_Account_333,Region_24,Country_2
Plant_560,Plant_Type_3,Vendor_364,MAT000747,Brand_7103,Sub_Brand_105,Product_Type_799,Product_SubType_799-2,WindowQ2,Customer_889,ShipToCustomer_916,Key_Account_178,Region_35,Country_5
Plant_655,Plant_Type_2,Vendor_980,MAT001422,Brand_635,Sub_Brand_6,Product_Type_1237,Product_SubType_1237-4,WindowQ1,Customer_3049,ShipToCustomer_629,Key_Account_334,Region_25,Country_9
Plant_538,Plant_Type_4,Vendor_37,MAT002734,Brand_5648,Sub_Brand_116,Product_Type_585,Product_SubType_585-5,WindowQ3,Customer_7621,ShipToCustomer_891,Key_Account_229,Region_29,Country_3
Plant_582,Plant_Type_2,Vendor_345,MAT001394,Brand_7825,Sub_Brand_148,Product_Type_1449,Product_SubType_1449-2,WindowQ4,Customer_6696,ShipToCustomer_340,Key_Account_135,Region_4,Country_1
Plant_21,Plant_Type_4,Vendor_858,MAT001719,Brand_2189,Sub_Brand_147,Product_Type_932,Product_SubType_932-5,WindowQ4,Customer_2350,ShipToCustomer_998,Key_Account_40,Region_7,Country_2
Plant_147,Plant_Type_3,Vendor_610,MAT002042,Brand_2978,Sub_Brand_117,Product_Type_1200,Product_SubType_1200-4,WindowQ1,Customer_6478,ShipToCustomer_283,Key_Account_399,Region_45,Country_3
Plant_409,Plant_Type_2,Vendor_271,MAT002477,Brand_5868,Sub_Brand_46,Product_Type_221,Product_SubType_221-3,WindowQ2,Customer_483,ShipToCustomer_658,Key_Account_45,Region_15,Country_7
Plant_330,Plant_Type_3,Vendor_195,MAT000210,Brand_6194,Sub_Brand_107,Product_Type_541,Product_SubType_541-1,Null,Customer_7660,ShipToCustomer_621,Key_Account_384,Region_49,Country_13
Plant_109,Plant_Type_1,Vendor_870,MAT000462,Brand_3151,Sub_Brand_56,Product_Type_315,Product_SubType_315-3,WindowQ1,Customer_4331,ShipToCustomer_415,Key_Account_280,Region_32,Country_11
Plant_720,Plant_Type_4,Vendor_893,MAT002934,Brand_3561,Sub_Brand_47,Product_Type_1000,Product_SubType_1000-1,WindowQ4,Customer_2350,ShipToCustomer_868,Key_Account_40,Region_7,Country_2
Plant_297,Plant_Type_3,Vendor_912,MAT001982,Brand_1677,Sub_Brand_23,Product_Type_43,Product_SubType_43-1,Null,Customer_6553,ShipToCustomer_490,Key_Account_217,Region_6,Country_12
Plant_449,Plant_Type_1,Vendor_259,MAT002024,Brand_5831,Sub_Brand_136,Product_Type_186,Product_SubType_186-2,WindowQ1,Customer_3786,ShipToCustomer_525,Key_Account_21,Region_19,Country_5
Plant_664,Plant_Type_1,Vendor_320,MAT002131,Brand_1255,Sub_Brand_46,Product_Type_846,Product_SubType_846-5,WindowQ3,Customer_6831,ShipToCustomer_980,Key_Account_137,Region_5,Country_1
Plant_66,Plant_Type_1,Vendor_771,MAT000153,Brand_976,Sub_Brand_76,Product_Type_916,Product_SubType_916-2,Null,Customer_575,ShipToCustomer_133,Key_Account_91,Region_33,Country_13
Plant_324,Plant_Type_3,Vendor_934,MAT002908,Brand_1618,Sub_Brand_24,Product_Type_131,Product_SubType_131-1,Null,Customer_5643,ShipToCustomer_284,Key_Account_334,Region_25,Country_2
Plant_83,Plant_Type_4,Vendor_163,MAT000281,Brand_2809,Sub_Brand_58,Product_Type_268,Product_SubType_268-1,WindowQ2,Customer_1687,ShipToCustomer_710,Key_Account_278,Region_10,Country_15
Plant_347,Plant_Type_4,Vendor_689,MAT002548,Brand_2468,Sub_Brand_56,Product_Type_220,Product_SubType_220-2,WindowQ3,Customer_7245,ShipToCustomer_915,Key_Account_182,Region_20,Country_11
Plant_78,Plant_Type_4,Vendor_607,MAT000978,Brand_3405,Sub_Brand_7,Product_Type_907,Product_SubType_907-3,WindowQ2,Customer_1739,ShipToCustomer_949,Key_Account_190,Region_22,Country_9
Plant_673,Plant_Type_4,Vendor_460,MAT002236,Brand_3718,Sub_Brand_43,Product_Type_287,Product_SubType_287-2,WindowQ4,Customer_5750,ShipToCustomer_728,Key_Account_135,Region_4,Country_5
Plant_114,Plant_Type_2,Vendor_93,MAT001891,Brand_2875,Sub_Brand_32,Product_Type_472,Product_SubType_472-1,WindowQ1,Customer_4764,ShipToCustomer_677,Key_Account_64,Region_32,Country_5
Plant_673,Plant_Type_4,Vendor_460,MAT002236,Brand_3718,Sub_Brand_43,Product_Type_287,Product_SubType_287-2,WindowQ3,Customer_5750,ShipToCustomer_728,Key_Account_135,Region_4,Country_5
Plant_402,Plant_Type_2,Vendor_349,MAT001555,Brand_2653,Sub_Brand_73,Product_Type_296,Product_SubType_296-2,WindowQ3,Customer_2951,ShipToCustomer_107,Key_Account_34,Special,Country_5
Plant_86,Plant_Type_4,Vendor_955,MAT001994,Brand_2805,Sub_Brand_8,Product_Type_1091,Product_SubType_1091-2,WindowQ4,Customer_465,ShipToCustomer_631,Key_Account_197,Region_37,Country_15
Plant_678,Plant_Type_2,Vendor_257,MAT000404,Brand_5727,Sub_Brand_73,Product_Type_241,Product_SubType_241-2,Null,Customer_2316,ShipToCustomer_266,Key_Account_356,WorldWide,Country_6
Plant_692,Plant_Type_3,Vendor_539,MAT001486,Brand_309,Sub_Brand_141,Product_Type_684,Product_SubType_684-3,WindowQ1,Customer_4514,ShipToCustomer_655,Key_Account_142,Region_22,Country_9
Plant_84,Plant_Type_4,Vendor_116,MAT000311,Brand_2915,Sub_Brand_48,Product_Type_818,Product_SubType_818-2,Null,Customer_5096,ShipToCustomer_785,Key_Account_198,Region_27,Country_4
Plant_455,Plant_Type_2,Vendor_381,MAT000779,Brand_845,Sub_Brand_81,Product_Type_327,Product_SubType_327-3,WindowQ3,Customer_4958,ShipToCustomer_665,Key_Account_91,Region_33,Country_1
Plant_69,Plant_Type_2,Vendor_41,MAT001135,Brand_1638,Sub_Brand_136,Product_Type_1167,Product_SubType_1167-4,Null,Customer_3709,ShipToCustomer_158,Key_Account_199,Region_2,Country_3
Plant_502,Plant_Type_4,Vendor_907,MAT002641,Brand_709,Sub_Brand_104,Product_Type_12,Product_SubType_12-3,WindowQ1,Customer_5828,ShipToCustomer_507,Key_Account_6,Region_28,Country_6
Plant_543,Plant_Type_4,Vendor_416,MAT001418,Brand_6235,Sub_Brand_88,Product_Type_43,Product_SubType_43-2,WindowQ4,Customer_1209,ShipToCustomer_973,Key_Account_129,Region_15,Country_9
Plant_376,Plant_Type_1,Vendor_449,MAT002038,Brand_2876,Sub_Brand_38,Product_Type_266,Product_SubType_266-3,Null,Customer_3782,ShipToCustomer_871,Key_Account_225,Region_49,Country_3
Plant_295,Plant_Type_1,Vendor_487,MAT000999,Brand_599,Sub_Brand_81,Product_Type_702,Product_SubType_702-2,WindowQ4,Customer_6934,ShipToCustomer_861,Key_Account_286,Region_20,Country_14
Plant_159,Plant_Type_4,Vendor_755,MAT000618,Brand_7472,Sub_Brand_125,Product_Type_525,Product_SubType_525-4,WindowQ2,Customer_1242,ShipToCustomer_563,Key_Account_322,Region_28,Country_9
Plant_791,Plant_Type_3,Vendor_501,MAT001069,Brand_3780,Sub_Brand_47,Product_Type_493,Product_SubType_493-8,WindowQ3,Customer_6141,ShipToCustomer_611,Key_Account_251,Region_22,Country_1
Plant_148,Plant_Type_4,Vendor_220,MAT000894,Brand_792,Sub_Brand_144,Product_Type_1420,Product_SubType_1420-1,Null,Customer_5888,ShipToCustomer_391,Key_Account_126,Region_22,Country_7
Plant_82,Plant_Type_3,Vendor_85,MAT000038,Brand_6481,Sub_Brand_84,Product_Type_1009,Product_SubType_1009-1,WindowQ3,Customer_6242,ShipToCustomer_405,Key_Account_191,WorldWide,Country_9
Plant_254,Plant_Type_4,Vendor_200,MAT001570,Brand_7714,Sub_Brand_126,Product_Type_978,Product_SubType_978-4,WindowQ2,Customer_3286,ShipToCustomer_908,Key_Account_373,Region_21,Country_3
Plant_443,Plant_Type_1,Vendor_290,MAT002125,Brand_1912,Sub_Brand_108,Product_Type_572,Product_SubType_572-7,Null,Customer_2803,ShipToCustomer_627,Key_Account_33,Region_16,Country_12
Plant_145,Plant_Type_4,Vendor_62,MAT002085,Brand_5427,Sub_Brand_46,Product_Type_1193,Product_SubType_1193-5,WindowQ3,Customer_7407,ShipToCustomer_258,Key_Account_380,Region_19,Country_9
Plant_449,Plant_Type_1,Vendor_259,MAT002024,Brand_5831,Sub_Brand_136,Product_Type_186,Product_SubType_186-2,Null,Customer_1396,ShipToCustomer_128,Key_Account_223,Region_38,Country_11
Plant_296,Plant_Type_1,Vendor_278,MAT001745,Brand_7706,Sub_Brand_46,Product_Type_283,Product_SubType_283-2,WindowQ4,Customer_2720,ShipToCustomer_480,Key_Account_323,Region_21,Country_8
Plant_625,Plant_Type_4,Vendor_570,MAT000716,Brand_3505,Sub_Brand_79,Product_Type_278,Product_SubType_278-4,WindowQ4,Customer_2937,ShipToCustomer_153,Key_Account_93,Region_33,Country_11
Plant_319,Plant_Type_3,Vendor_511,MAT001705,Brand_1629,Sub_Brand_31,Product_Type_131,Product_SubType_131-2,WindowQ1,Customer_7378,ShipToCustomer_923,Key_Account_275,Region_23,Country_15
Plant_678,Plant_Type_2,Vendor_245,MAT000121,Brand_100,Sub_Brand_43,Product_Type_444,Product_SubType_444-1,WindowQ3,Customer_6096,ShipToCustomer_810,Key_Account_111,Region_34,Country_4
Plant_75,Plant_Type_2,Vendor_137,MAT000761,Brand_7647,Sub_Brand_116,Product_Type_408,Product_SubType_408-5,Null,Customer_1056,ShipToCustomer_458,Key_Account_140,Region_14,Country_8
Plant_579,Plant_Type_3,Vendor_289,MAT002952,Brand_393,Sub_Brand_1,Product_Type_1193,Product_SubType_1193-4,WindowQ3,Customer_7369,ShipToCustomer_364,Key_Account_19,Region_47,Country_14
Plant_319,Plant_Type_3,Vendor_385,MAT002118,Brand_6810,Sub_Brand_40,Product_Type_785,Product_SubType_785-2,WindowQ4,Customer_1837,ShipToCustomer_887,Key_Account_84,Region_40,Country_7
Plant_215,Plant_Type_1,Vendor_225,MAT001478,Brand_776,Sub_Brand_58,Product_Type_1073,Product_SubType_1073-1,WindowQ2,Customer_4293,ShipToCustomer_602,Key_Account_51,Region_24,Country_7
Plant_611,Plant_Type_3,Vendor_917,MAT002158,Brand_1759,Sub_Brand_117,Product_Type_425,Product_SubType_425-3,Null,Customer_5702,ShipToCustomer_974,Key_Account_267,Region_18,Country_1
Plant_570,Plant_Type_2,Vendor_540,MAT002962,Brand_6097,Sub_Brand_91,Product_Type_13,Product_SubType_13-3,WindowQ3,Customer_5813,ShipToCustomer_960,Key_Account_363,Region_2,Country_5
Plant_330,Plant_Type_3,Vendor_746,MAT001090,Brand_4879,Sub_Brand_83,Product_Type_25,Product_SubType_25-3,Null,Customer_484,ShipToCustomer_866,Key_Account_347,Region_8,Country_5
Plant_608,Plant_Type_1,Vendor_35,MAT001257,Brand_1740,Sub_Brand_102,Product_Type_810,Product_SubType_810-2,WindowQ2,Customer_5312,ShipToCustomer_3,Key_Account_355,Region_2,Country_3
Plant_239,Plant_Type_4,Vendor_434,MAT000673,Brand_3571,Sub_Brand_44,Product_Type_879,Product_SubType_879-3,WindowQ2,Customer_5236,ShipToCustomer_502,Key_Account_30,Region_45,Country_2
Plant_74,Plant_Type_1,Vendor_110,MAT001162,Brand_1835,Sub_Brand_146,Product_Type_1318,Product_SubType_1318-1,WindowQ4,Customer_2391,ShipToCustomer_330,Key_Account_59,Region_42,Country_3
Plant_553,Plant_Type_4,Vendor_14,MAT002615,Brand_7039,Sub_Brand_122,Product_Type_1272,Product_SubType_1272-2,WindowQ4,Customer_463,ShipToCustomer_897,Key_Account_75,Region_26,Country_4
Plant_523,Plant_Type_2,Vendor_556,MAT000830,Brand_1554,Sub_Brand_28,Product_Type_334,Product_SubType_334-3,WindowQ2,Customer_3662,ShipToCustomer_264,Key_Account_185,Region_8,Country_2
Plant_436,Plant_Type_1,Vendor_808,MAT000435,Brand_561,Sub_Brand_55,Product_Type_1317,Product_SubType_1317-1,WindowQ2,Customer_6244,ShipToCustomer_660,Key_Account_192,Special,Country_1
Plant_323,Plant_Type_1,Vendor_848,MAT000608,Brand_1312,Sub_Brand_94,Product_Type_1137,Product_SubType_1137-3,WindowQ2,Customer_123,ShipToCustomer_398,Key_Account_34,Special,Country_6
Plant_573,Plant_Type_2,Vendor_91,MAT000256,Brand_396,Sub_Brand_95,Product_Type_676,Product_SubType_676-5,WindowQ4,Customer_7353,ShipToCustomer_224,Key_Account_342,WorldWide,Country_13
Plant_655,Plant_Type_2,Vendor_255,MAT001643,Brand_3785,Sub_Brand_109,Product_Type_296,Product_SubType_296-1,WindowQ3,Customer_2553,ShipToCustomer_309,Key_Account_274,Region_10,Country_12
Plant_221,Plant_Type_4,Vendor_7,MAT000579,Brand_5072,Sub_Brand_112,Product_Type_618,Product_SubType_618-2,WindowQ2,Customer_126,ShipToCustomer_271,Key_Account_390,Region_41,Country_13
Plant_148,Plant_Type_4,Vendor_35,MAT002623,Brand_2896,Sub_Brand_21,Product_Type_208,Product_SubType_208-2,WindowQ2,Customer_3854,ShipToCustomer_105,Key_Account_164,Region_16,Country_6
Plant_126,Plant_Type_3,Vendor_448,MAT001181,Brand_1785,Sub_Brand_130,Product_Type_327,Product_SubType_327-5,WindowQ4,Customer_3820,ShipToCustomer_71,Key_Account_349,Special,Country_13
Plant_14,Plant_Type_3,Vendor_972,MAT002435,Brand_6076,Sub_Brand_60,Product_Type_1485,Product_SubType_1485-5,WindowQ2,Customer_7273,ShipToCustomer_401,Key_Account_250,Region_30,Country_3
Plant_587,Plant_Type_1,Vendor_18,MAT000479,Brand_3835,Sub_Brand_97,Product_Type_206,Product_SubType_206-2,WindowQ1,Customer_3678,ShipToCustomer_245,Key_Account_19,Region_47,Country_8
Plant_647,Plant_Type_3,Vendor_832,MAT002918,Brand_2015,Sub_Brand_80,Product_Type_884,Product_SubType_884-2,Null,Customer_6066,ShipToCustomer_750,Key_Account_47,Region_37,Country_9
Plant_653,Plant_Type_3,Vendor_462,MAT002280,Brand_7392,Sub_Brand_104,Product_Type_289,Product_SubType_289-3,WindowQ4,Customer_7141,ShipToCustomer_549,Key_Account_181,Region_10,Country_5
Plant_300,Plant_Type_2,Vendor_369,MAT000951,Brand_3862,Sub_Brand_42,Product_Type_1124,Product_SubType_1124-4,Null,Customer_2703,ShipToCustomer_233,Key_Account_22,Region_46,Country_5
Plant_238,Plant_Type_3,Vendor_275,MAT001086,Brand_1171,Sub_Brand_73,Product_Type_1230,Product_SubType_1230-1,WindowQ3,Customer_4167,ShipToCustomer_574,Key_Account_253,Region_47,Country_6
Plant_28,Plant_Type_3,Vendor_146,MAT001909,Brand_1540,Sub_Brand_39,Product_Type_1234,Product_SubType_1234-4,Null,Customer_6374,ShipToCustomer_24,Key_Account_64,Region_32,Country_14
Plant_174,Plant_Type_2,Vendor_230,MAT000481,Brand_1340,Sub_Brand_144,Product_Type_968,Product_SubType_968-2,WindowQ1,Customer_1687,ShipToCustomer_710,Key_Account_278,Region_10,Country_15
Plant_27,Plant_Type_2,Vendor_839,MAT001310,Brand_3658,Sub_Brand_119,Product_Type_1347,Product_SubType_1347-1,WindowQ4,Customer_4790,ShipToCustomer_697,Key_Account_358,Region_38,Country_3
Plant_664,Plant_Type_1,Vendor_350,MAT002508,Brand_6492,Sub_Brand_48,Product_Type_403,Product_SubType_403-1,WindowQ3,Customer_1659,ShipToCustomer_384,Key_Account_41,Region_24,Country_13
Plant_498,Plant_Type_1,Vendor_186,MAT001300,Brand_2538,Sub_Brand_49,Product_Type_405,Product_SubType_405-2,Null,Customer_5537,ShipToCustomer_288,Key_Account_152,Region_9,Country_9
Plant_573,Plant_Type_2,Vendor_334,MAT001866,Brand_6149,Sub_Brand_135,Product_Type_315,Product_SubType_315-3,Null,Customer_3872,ShipToCustomer_125,Key_Account_114,Region_9,Country_14
Plant_744,Plant_Type_2,Vendor_890,MAT002762,Brand_2594,Sub_Brand_20,Product_Type_73,Product_SubType_73-1,WindowQ1,Customer_1164,ShipToCustomer_234,Key_Account_21,Region_19,Country_6
Plant_517,Plant_Type_4,Vendor_194,MAT001829,Brand_4966,Sub_Brand_97,Product_Type_1107,Product_SubType_1107-1,WindowQ3,Customer_7454,ShipToCustomer_769,Key_Account_8,WorldWide,Country_8
Plant_675,Plant_Type_4,Vendor_233,MAT002264,Brand_6136,Sub_Brand_76,Product_Type_204,Product_SubType_204-1,WindowQ3,Customer_440,ShipToCustomer_583,Key_Account_275,Region_23,Country_14
Plant_269,Plant_Type_4,Vendor_623,MAT002368,Brand_5149,Sub_Brand_42,Product_Type_1355,Product_SubType_1355-2,Null,Customer_4516,ShipToCustomer_148,Key_Account_334,Region_25,Country_2
Plant_104,Plant_Type_3,Vendor_595,MAT002079,Brand_2973,Sub_Brand_33,Product_Type_405,Product_SubType_405-1,WindowQ1,Customer_7909,ShipToCustomer_137,Key_Account_26,Region_31,Country_4
Plant_373,Plant_Type_3,Vendor_557,MAT000655,Brand_2514,Sub_Brand_69,Product_Type_621,Product_SubType_621-1,Null,Customer_5966,ShipToCustomer_406,Key_Account_31,Region_44,Country_8
Plant_502,Plant_Type_4,Vendor_484,MAT002363,Brand_3218,Sub_Brand_31,Product_Type_289,Product_SubType_289-4,WindowQ4,Customer_1608,ShipToCustomer_951,Key_Account_155,Region_20,Country_5
Plant_193,Plant_Type_2,Vendor_256,MAT000566,Brand_6834,Sub_Brand_54,Product_Type_88,Product_SubType_88-2,WindowQ1,Customer_1198,ShipToCustomer_692,Key_Account_182,Region_20,Country_4
Plant_116,Plant_Type_3,Vendor_957,MAT001402,Brand_5732,Sub_Brand_82,Product_Type_827,Product_SubType_827-2,Null,Customer_2350,ShipToCustomer_998,Key_Account_40,Region_7,Country_2
Plant_208,Plant_Type_1,Vendor_114,MAT002000,Brand_6002,Sub_Brand_145,Product_Type_190,Product_SubType_190-1,Null,Customer_3286,ShipToCustomer_267,Key_Account_373,Region_21,Country_3
Plant_190,Plant_Type_1,Vendor_688,MAT001079,Brand_606,Sub_Brand_120,Product_Type_304,Product_SubType_304-3,WindowQ4,Customer_5824,ShipToCustomer_932,Key_Account_103,Region_38,Country_11
Plant_150,Plant_Type_4,Vendor_984,MAT000556,Brand_7831,Sub_Brand_73,Product_Type_796,Product_SubType_796-4,WindowQ1,Customer_3640,ShipToCustomer_412,Key_Account_239,Region_49,Country_8
Plant_574,Plant_Type_3,Vendor_276,MAT002981,Brand_1823,Sub_Brand_47,Product_Type_698,Product_SubType_698-1,Null,Customer_2122,ShipToCustomer_794,Key_Account_57,Region_4,Country_12
Plant_82,Plant_Type_3,Vendor_996,MAT001425,Brand_3906,Sub_Brand_54,Product_Type_1012,Product_SubType_1012-1,WindowQ4,Customer_5562,ShipToCustomer_68,Key_Account_361,Region_4,Country_12
Plant_132,Plant_Type_1,Vendor_846,MAT002294,Brand_3495,Sub_Brand_35,Product_Type_1102,Product_SubType_1102-2,WindowQ3,Customer_4010,ShipToCustomer_334,Key_Account_190,Region_22,Country_12
Plant_661,Plant_Type_2,Vendor_683,MAT000497,Brand_3244,Sub_Brand_128,Product_Type_977,Product_SubType_977-1,WindowQ2,Customer_7819,ShipToCustomer_446,Key_Account_243,Region_12,Country_14
Plant_338,Plant_Type_1,Vendor_649,MAT000170,Brand_1309,Sub_Brand_62,Product_Type_853,Product_SubType_853-1,WindowQ3,Customer_470,ShipToCustomer_91,Key_Account_392,Region_48,Country_2
Plant_261,Plant_Type_2,Vendor_261,MAT001694,Brand_1290,Sub_Brand_94,Product_Type_629,Product_SubType_629-3,WindowQ2,Customer_5537,ShipToCustomer_288,Key_Account_152,Region_9,Country_9
Plant_410,Plant_Type_1,Vendor_755,MAT001993,Brand_5293,Sub_Brand_144,Product_Type_405,Product_SubType_405-1,WindowQ1,Customer_7477,ShipToCustomer_876,Key_Account_140,Region_14,Country_9
Plant_88,Plant_Type_1,Vendor_27,MAT001044,Brand_6240,Sub_Brand_110,Product_Type_1330,Product_SubType_1330-6,WindowQ4,Customer_881,ShipToCustomer_644,Key_Account_233,Region_9,Country_10
Plant_378,Plant_Type_1,Vendor_628,MAT002436,Brand_4244,Sub_Brand_19,Product_Type_696,Product_SubType_696-2,WindowQ4,Customer_7011,ShipToCustomer_601,Key_Account_93,Region_33,Country_6
Plant_147,Plant_Type_3,Vendor_834,MAT000599,Brand_2959,Sub_Brand_140,Product_Type_61,Product_SubType_61-4,WindowQ3,Customer_7245,ShipToCustomer_915,Key_Account_182,Region_20,Country_11
Plant_688,Plant_Type_1,Vendor_418,MAT001286,Brand_2333,Sub_Brand_86,Product_Type_1371,Product_SubType_1371-4,WindowQ3,Customer_1955,ShipToCustomer_84,Key_Account_248,Region_13,Country_5
Plant_504,Plant_Type_2,Vendor_961,MAT001270,Brand_7568,Sub_Brand_84,Product_Type_1199,Product_SubType_1199-2,WindowQ2,Customer_1575,ShipToCustomer_365,Key_Account_102,Region_48,Country_8
Plant_711,Plant_Type_2,Vendor_453,MAT000469,Brand_4634,Sub_Brand_43,Product_Type_835,Product_SubType_835-2,WindowQ2,Customer_7693,ShipToCustomer_11,Key_Account_298,Region_38,Country_8
Plant_396,Plant_Type_1,Vendor_799,MAT000697,Brand_5541,Sub_Brand_147,Product_Type_834,Product_SubType_834-3,WindowQ2,Customer_2459,ShipToCustomer_824,Key_Account_47,Region_37,Country_7
Plant_336,Plant_Type_4,Vendor_595,MAT002190,Brand_5491,Sub_Brand_83,Product_Type_302,Product_SubType_302-1,WindowQ4,Customer_4392,ShipToCustomer_874,Key_Account_27,Region_27,Country_13
Plant_188,Plant_Type_2,Vendor_277,MAT002516,Brand_3202,Sub_Brand_133,Product_Type_398,Product_SubType_398-1,WindowQ4,Customer_4521,ShipToCustomer_928,Key_Account_340,Region_17,Country_10
Plant_272,Plant_Type_4,Vendor_791,MAT001392,Brand_5562,Sub_Brand_120,Product_Type_950,Product_SubType_950-5,WindowQ2,Customer_6747,ShipToCustomer_371,Key_Account_92,WorldWide,Country_8
Plant_652,Plant_Type_1,Vendor_450,MAT001128,Brand_2559,Sub_Brand_74,Product_Type_399,Product_SubType_399-2,WindowQ2,Customer_5096,ShipToCustomer_785,Key_Account_198,Region_27,Country_4
Plant_489,Plant_Type_1,Vendor_159,MAT000939,Brand_6059,Sub_Brand_138,Product_Type_1406,Product_SubType_1406-2,WindowQ2,Customer_3007,ShipToCustomer_904,Key_Account_31,Region_44,Country_4
Plant_383,Plant_Type_2,Vendor_123,MAT000087,Brand_6193,Sub_Brand_19,Product_Type_70,Product_SubType_70-1,Null,Customer_6329,ShipToCustomer_514,Key_Account_88,Region_35,Country_6
