SoldTo,Country,Ship to Customer
Customer_4117,Country_1,ShipToCustomer_1255
Customer_4117,Country_1,ShipToCustomer_3661
Customer_4117,Country_1,ShipToCustomer_5792
Customer_4117,Country_1,ShipToCustomer_6311
Customer_4117,Country_1,ShipToCustomer_6686
Customer_4117,Country_1,ShipToCustomer_9881
Customer_4118,Country_3,ShipToCustomer_1734
Customer_4118,Country_3,ShipToCustomer_3692
Customer_4118,Country_3,ShipToCustomer_5047
Customer_4118,Country_3,ShipToCustomer_7328
Customer_4119,Country_3,ShipToCustomer_1555
Customer_4119,Country_3,ShipToCustomer_4967
Customer_4119,Country_3,ShipToCustomer_5129
Customer_4121,Country_9,ShipToCustomer_1604
Customer_4121,Country_9,ShipToCustomer_5178
Customer_4121,Country_9,ShipToCustomer_5924
Customer_4121,Country_9,ShipToCustomer_7853
Customer_4122,Country_5,ShipToCustomer_1363
Customer_4122,Country_5,ShipToCustomer_6564
Customer_4122,Country_5,ShipToCustomer_8428
Customer_4123,Country_14,ShipToCustomer_807
Customer_4124,Country_9,ShipToCustomer_6780
Customer_4125,Country_15,ShipToCustomer_19
Customer_4127,Country_7,ShipToCustomer_9484
Customer_4129,Country_1,ShipToCustomer_4243
Customer_4129,Country_1,ShipToCustomer_4631
Customer_413,Country_9,ShipToCustomer_587
Customer_413,Country_9,ShipToCustomer_5951
Customer_413,Country_9,ShipToCustomer_9377
Customer_4130,Country_5,ShipToCustomer_6633
Customer_4131,Country_4,ShipToCustomer_7005
Customer_4131,Country_4,ShipToCustomer_7219
Customer_4131,Country_4,ShipToCustomer_9540
Customer_4132,Country_13,ShipToCustomer_3756
Customer_4132,Country_13,ShipToCustomer_903
Customer_4132,Country_13,ShipToCustomer_94
Customer_4136,Country_6,ShipToCustomer_1408
Customer_4137,Country_1,ShipToCustomer_477
Customer_4137,Country_1,ShipToCustomer_4949
Customer_4137,Country_1,ShipToCustomer_5637
Customer_4137,Country_1,ShipToCustomer_9298
Customer_4139,Country_15,ShipToCustomer_6517
Customer_4142,Country_12,ShipToCustomer_2207
Customer_4142,Country_12,ShipToCustomer_6551
Customer_4143,Country_14,ShipToCustomer_6481
Customer_4143,Country_14,ShipToCustomer_8393
Customer_4144,Country_11,ShipToCustomer_2596
Customer_4145,Country_10,ShipToCustomer_1095
Customer_4147,Country_7,ShipToCustomer_3164
Customer_4147,Country_7,ShipToCustomer_3464
Customer_4147,Country_7,ShipToCustomer_9275
Customer_4149,Country_5,ShipToCustomer_3873
Customer_4149,Country_5,ShipToCustomer_5184
Customer_415,Country_11,ShipToCustomer_4767
Customer_4150,Country_3,ShipToCustomer_3864
Customer_4151,Country_15,ShipToCustomer_4307
Customer_4152,Country_7,ShipToCustomer_1014
Customer_4154,Country_5,ShipToCustomer_8792
Customer_4156,Country_5,ShipToCustomer_1788
Customer_4156,Country_5,ShipToCustomer_8015
Customer_4156,Country_5,ShipToCustomer_8555
Customer_4157,Country_1,ShipToCustomer_6532
Customer_4161,Country_3,ShipToCustomer_407
Customer_4161,Country_3,ShipToCustomer_5619
Customer_4161,Country_3,ShipToCustomer_5886
Customer_4162,Country_8,ShipToCustomer_1119
Customer_4164,Country_3,ShipToCustomer_1139
Customer_4167,Country_6,ShipToCustomer_4973
Customer_4167,Country_6,ShipToCustomer_574
Customer_4168,Country_15,ShipToCustomer_3731
Customer_4168,Country_15,ShipToCustomer_3736
Customer_4168,Country_15,ShipToCustomer_6885
Customer_417,Country_6,ShipToCustomer_1534
Customer_417,Country_6,ShipToCustomer_6904
Customer_417,Country_6,ShipToCustomer_8931
Customer_4170,Country_8,ShipToCustomer_4756
Customer_4170,Country_8,ShipToCustomer_501
Customer_4171,Country_13,ShipToCustomer_3612
Customer_4173,Country_10,ShipToCustomer_3327
Customer_4173,Country_10,ShipToCustomer_4178
Customer_4173,Country_10,ShipToCustomer_8309
Customer_4174,Country_5,ShipToCustomer_9090
Customer_4175,Country_11,ShipToCustomer_1477
Customer_4175,Country_11,ShipToCustomer_9542
Customer_4178,Country_14,ShipToCustomer_326
Customer_4178,Country_14,ShipToCustomer_4039
Customer_4178,Country_14,ShipToCustomer_485
Customer_4178,Country_14,ShipToCustomer_5130
Customer_4178,Country_14,ShipToCustomer_7842
Customer_4179,Country_2,ShipToCustomer_6323
Customer_4179,Country_2,ShipToCustomer_6386
Customer_418,Country_3,ShipToCustomer_5732
Customer_418,Country_3,ShipToCustomer_6332
Customer_4180,Country_6,ShipToCustomer_7939
Customer_4181,Country_10,ShipToCustomer_2111
Customer_4181,Country_10,ShipToCustomer_6087
Customer_4181,Country_10,ShipToCustomer_8923
Customer_4182,Country_14,ShipToCustomer_3514
Customer_4183,Country_9,ShipToCustomer_6121
Customer_4184,Country_14,ShipToCustomer_1183
Customer_4184,Country_14,ShipToCustomer_7727
Customer_4185,Country_4,ShipToCustomer_3058
Customer_4187,Country_1,ShipToCustomer_6848
Customer_4189,Country_14,ShipToCustomer_8057
Customer_4190,Country_5,ShipToCustomer_2771
Customer_4190,Country_5,ShipToCustomer_5173
Customer_4190,Country_5,ShipToCustomer_6418
Customer_4190,Country_5,ShipToCustomer_7619
Customer_4192,Country_15,ShipToCustomer_5014
Customer_4192,Country_15,ShipToCustomer_6026
Customer_4193,Country_1,ShipToCustomer_1932
Customer_4193,Country_1,ShipToCustomer_5270
Customer_4193,Country_1,ShipToCustomer_8537
Customer_4194,Country_11,ShipToCustomer_1197
Customer_4194,Country_11,ShipToCustomer_9443
Customer_4195,Country_9,ShipToCustomer_9300
Customer_4199,Country_15,ShipToCustomer_8790
Customer_42,Country_4,ShipToCustomer_32
Customer_4200,Country_2,ShipToCustomer_1883
Customer_4201,Country_15,ShipToCustomer_7534
Customer_4202,Country_4,ShipToCustomer_35
Customer_4202,Country_4,ShipToCustomer_4326
Customer_4202,Country_4,ShipToCustomer_995
Customer_4203,Country_14,ShipToCustomer_175
Customer_4203,Country_14,ShipToCustomer_7513
Customer_4203,Country_14,ShipToCustomer_7917
Customer_4203,Country_14,ShipToCustomer_9143
Customer_4204,Country_12,ShipToCustomer_696
Customer_4204,Country_12,ShipToCustomer_7706
Customer_4206,Country_5,ShipToCustomer_8229
Customer_4207,Country_10,ShipToCustomer_1388
Customer_4207,Country_10,ShipToCustomer_3215
Customer_4207,Country_10,ShipToCustomer_4222
Customer_4211,Country_14,ShipToCustomer_2082
Customer_4212,Country_7,ShipToCustomer_7832
Customer_4213,Country_3,ShipToCustomer_4947
Customer_4214,Country_6,ShipToCustomer_3043
Customer_4214,Country_6,ShipToCustomer_5312
Customer_4214,Country_6,ShipToCustomer_7702
Customer_4215,Country_11,ShipToCustomer_2280
Customer_4215,Country_11,ShipToCustomer_4369
Customer_4216,Country_9,ShipToCustomer_386
Customer_4217,Country_9,ShipToCustomer_9978
Customer_4219,Country_8,ShipToCustomer_3626
Customer_4219,Country_8,ShipToCustomer_7516
Customer_4219,Country_8,ShipToCustomer_9445
Customer_4221,Country_11,ShipToCustomer_6553
Customer_4222,Country_4,ShipToCustomer_6012
Customer_4223,Country_8,ShipToCustomer_4850
Customer_4225,Country_8,ShipToCustomer_3771
Customer_4225,Country_8,ShipToCustomer_7022
Customer_4226,Country_14,ShipToCustomer_3394
Customer_4228,Country_9,ShipToCustomer_5472
Customer_4229,Country_12,ShipToCustomer_7785
Customer_4230,Country_5,ShipToCustomer_236
Customer_4230,Country_5,ShipToCustomer_4164
Customer_4230,Country_5,ShipToCustomer_954
Customer_4232,Country_9,ShipToCustomer_276
Customer_4232,Country_9,ShipToCustomer_3526
Customer_4232,Country_9,ShipToCustomer_6429
Customer_4232,Country_9,ShipToCustomer_8274
Customer_4233,Country_1,ShipToCustomer_121
Customer_4233,Country_1,ShipToCustomer_402
Customer_4233,Country_1,ShipToCustomer_8687
Customer_4234,Country_11,ShipToCustomer_9360
Customer_4235,Country_15,ShipToCustomer_8236
Customer_4236,Country_5,ShipToCustomer_6599
Customer_4236,Country_5,ShipToCustomer_729
Customer_4237,Country_11,ShipToCustomer_1121
Customer_4237,Country_11,ShipToCustomer_7213
Customer_4238,Country_15,ShipToCustomer_3159
Customer_4238,Country_15,ShipToCustomer_3737
Customer_4239,Country_10,ShipToCustomer_4784
Customer_4240,Country_11,ShipToCustomer_5591
Customer_4241,Country_9,ShipToCustomer_1748
Customer_4241,Country_9,ShipToCustomer_6594
Customer_4241,Country_9,ShipToCustomer_8984
Customer_4243,Country_8,ShipToCustomer_4753
Customer_4244,Country_2,ShipToCustomer_3310
Customer_4244,Country_2,ShipToCustomer_5171
Customer_4246,Country_10,ShipToCustomer_1765
Customer_4246,Country_10,ShipToCustomer_6213
Customer_4247,Country_10,ShipToCustomer_8082
Customer_4251,Country_1,ShipToCustomer_4680
Customer_4251,Country_1,ShipToCustomer_9735
Customer_4252,Country_15,ShipToCustomer_2196
Customer_4252,Country_15,ShipToCustomer_5135
Customer_4252,Country_15,ShipToCustomer_5928
Customer_4252,Country_15,ShipToCustomer_8720
Customer_4253,Country_8,ShipToCustomer_5611
Customer_4253,Country_8,ShipToCustomer_8500
Customer_4256,Country_5,ShipToCustomer_4292
Customer_4258,Country_13,ShipToCustomer_3493
Customer_4258,Country_13,ShipToCustomer_9353
Customer_4259,Country_11,ShipToCustomer_1550
Customer_4259,Country_11,ShipToCustomer_945
Customer_426,Country_13,ShipToCustomer_1415
Customer_426,Country_13,ShipToCustomer_2359
Customer_426,Country_13,ShipToCustomer_3980
Customer_426,Country_13,ShipToCustomer_9112
Customer_4260,Country_13,ShipToCustomer_6169
Customer_4260,Country_13,ShipToCustomer_8632
Customer_4261,Country_2,ShipToCustomer_5150
Customer_4262,Country_15,ShipToCustomer_1633
Customer_4262,Country_15,ShipToCustomer_2821
Customer_4262,Country_15,ShipToCustomer_5311
Customer_4262,Country_15,ShipToCustomer_9328
Customer_4263,Country_5,ShipToCustomer_7050
Customer_4263,Country_5,ShipToCustomer_8073
Customer_4263,Country_5,ShipToCustomer_9620
Customer_4264,Country_10,ShipToCustomer_145
Customer_4264,Country_10,ShipToCustomer_8423
Customer_4266,Country_8,ShipToCustomer_7464
Customer_4266,Country_8,ShipToCustomer_8642
Customer_4267,Country_13,ShipToCustomer_1753
Customer_4267,Country_13,ShipToCustomer_7855
Customer_4268,Country_10,ShipToCustomer_2582
Customer_4269,Country_15,ShipToCustomer_2862
Customer_427,Country_8,ShipToCustomer_4149
Customer_4271,Country_7,ShipToCustomer_6208
Customer_4271,Country_7,ShipToCustomer_8215
Customer_4271,Country_7,ShipToCustomer_8885
Customer_4272,Country_9,ShipToCustomer_2501
Customer_4272,Country_9,ShipToCustomer_4590
Customer_4274,Country_13,ShipToCustomer_3384
Customer_4274,Country_13,ShipToCustomer_6439
Customer_4275,Country_11,ShipToCustomer_2361
Customer_4275,Country_11,ShipToCustomer_2606
Customer_4276,Country_10,ShipToCustomer_1189
Customer_4277,Country_11,ShipToCustomer_8670
Customer_4279,Country_7,ShipToCustomer_7874
Customer_4279,Country_7,ShipToCustomer_9167
Customer_4280,Country_15,ShipToCustomer_5584
Customer_4280,Country_15,ShipToCustomer_6172
Customer_4281,Country_13,ShipToCustomer_268
Customer_4281,Country_13,ShipToCustomer_3733
Customer_4284,Country_13,ShipToCustomer_6494
Customer_4288,Country_7,ShipToCustomer_3954
Customer_4289,Country_11,ShipToCustomer_5614
Customer_4289,Country_11,ShipToCustomer_9900
Customer_4292,Country_2,ShipToCustomer_6545
Customer_4293,Country_7,ShipToCustomer_4509
Customer_4293,Country_7,ShipToCustomer_602
Customer_4294,Country_5,ShipToCustomer_9198
Customer_4296,Country_4,ShipToCustomer_4197
Customer_4296,Country_4,ShipToCustomer_6729
Customer_4298,Country_1,ShipToCustomer_1153
Customer_4298,Country_1,ShipToCustomer_83
Customer_4299,Country_5,ShipToCustomer_1079
Customer_4299,Country_5,ShipToCustomer_8822
Customer_4299,Country_5,ShipToCustomer_9656
Customer_430,Country_14,ShipToCustomer_5390
Customer_4301,Country_5,ShipToCustomer_5992
Customer_4301,Country_5,ShipToCustomer_614
Customer_4302,Country_1,ShipToCustomer_4551
Customer_4302,Country_1,ShipToCustomer_6886
Customer_4302,Country_1,ShipToCustomer_8857
Customer_4303,Country_9,ShipToCustomer_5985
Customer_4303,Country_9,ShipToCustomer_6156
Customer_4303,Country_9,ShipToCustomer_6364
Customer_4303,Country_9,ShipToCustomer_9309
Customer_4304,Country_11,ShipToCustomer_5544
Customer_4304,Country_11,ShipToCustomer_6567
Customer_4305,Country_15,ShipToCustomer_3628
Customer_4305,Country_15,ShipToCustomer_9487
Customer_4306,Country_1,ShipToCustomer_4612
Customer_4306,Country_1,ShipToCustomer_7861
Customer_4308,Country_11,ShipToCustomer_7338
Customer_4308,Country_11,ShipToCustomer_9946
Customer_431,Country_10,ShipToCustomer_6661
Customer_4310,Country_10,ShipToCustomer_7690
Customer_4310,Country_10,ShipToCustomer_7800
Customer_4310,Country_10,ShipToCustomer_7929
Customer_4310,Country_10,ShipToCustomer_9813
Customer_4311,Country_7,ShipToCustomer_4407
Customer_4311,Country_7,ShipToCustomer_7069
Customer_4311,Country_7,ShipToCustomer_9973
Customer_4312,Country_5,ShipToCustomer_467
Customer_4312,Country_5,ShipToCustomer_9480
Customer_4313,Country_7,ShipToCustomer_2523
Customer_4313,Country_7,ShipToCustomer_845
Customer_4313,Country_7,ShipToCustomer_9636
Customer_4316,Country_1,ShipToCustomer_4271
Customer_4317,Country_10,ShipToCustomer_5068
Customer_432,Country_5,ShipToCustomer_124
Customer_4320,Country_8,ShipToCustomer_1154
Customer_4321,Country_5,ShipToCustomer_2159
Customer_4323,Country_9,ShipToCustomer_4146
Customer_4323,Country_9,ShipToCustomer_5338
Customer_4324,Country_4,ShipToCustomer_5279
Customer_4324,Country_4,ShipToCustomer_7815
Customer_4325,Country_1,ShipToCustomer_472
Customer_4325,Country_1,ShipToCustomer_823
Customer_4325,Country_1,ShipToCustomer_8928
Customer_4328,Country_8,ShipToCustomer_4856
Customer_4328,Country_8,ShipToCustomer_851
Customer_4329,Country_7,ShipToCustomer_1440
Customer_4329,Country_7,ShipToCustomer_8940
Customer_433,Country_14,ShipToCustomer_6033
Customer_433,Country_14,ShipToCustomer_6224
Customer_4330,Country_7,ShipToCustomer_21
Customer_4331,Country_11,ShipToCustomer_3782
Customer_4331,Country_11,ShipToCustomer_415
Customer_4332,Country_7,ShipToCustomer_4052
Customer_4333,Country_4,ShipToCustomer_1888
Customer_4333,Country_4,ShipToCustomer_363
Customer_4334,Country_11,ShipToCustomer_6322
Customer_4336,Country_10,ShipToCustomer_8468
Customer_4337,Country_4,ShipToCustomer_3966
Customer_4337,Country_4,ShipToCustomer_9754
Customer_4338,Country_3,ShipToCustomer_2064
Customer_4339,Country_14,ShipToCustomer_2546
Customer_4340,Country_13,ShipToCustomer_1434
Customer_4340,Country_13,ShipToCustomer_6981
Customer_4341,Country_13,ShipToCustomer_6473
Customer_4341,Country_13,ShipToCustomer_8881
Customer_4342,Country_14,ShipToCustomer_1918
Customer_4342,Country_14,ShipToCustomer_3871
Customer_4343,Country_13,ShipToCustomer_8601
Customer_4344,Country_9,ShipToCustomer_9196
Customer_4345,Country_6,ShipToCustomer_5959
Customer_4345,Country_6,ShipToCustomer_6014
Customer_4345,Country_6,ShipToCustomer_8385
Customer_4346,Country_5,ShipToCustomer_827
Customer_4346,Country_5,ShipToCustomer_9346
Customer_4347,Country_4,ShipToCustomer_6150
Customer_4347,Country_4,ShipToCustomer_8508
Customer_4347,Country_4,ShipToCustomer_8989
Customer_4349,Country_5,ShipToCustomer_7983
Customer_4352,Country_8,ShipToCustomer_5310
Customer_4354,Country_15,ShipToCustomer_4872
Customer_4355,Country_5,ShipToCustomer_2330
Customer_4355,Country_5,ShipToCustomer_7489
Customer_4357,Country_4,ShipToCustomer_3111
Customer_4357,Country_4,ShipToCustomer_6017
Customer_4357,Country_4,ShipToCustomer_6053
Customer_4358,Country_2,ShipToCustomer_3476
Customer_4358,Country_2,ShipToCustomer_4144
Customer_4358,Country_2,ShipToCustomer_879
Customer_4359,Country_6,ShipToCustomer_1098
Customer_4359,Country_6,ShipToCustomer_1530
Customer_4359,Country_6,ShipToCustomer_3259
Customer_436,Country_4,ShipToCustomer_5193
Customer_436,Country_4,ShipToCustomer_6093
Customer_436,Country_4,ShipToCustomer_7942
Customer_4360,Country_15,ShipToCustomer_2914
Customer_4360,Country_15,ShipToCustomer_8786
Customer_4362,Country_10,ShipToCustomer_9578
Customer_4363,Country_13,ShipToCustomer_7488
Customer_4364,Country_2,ShipToCustomer_2798
Customer_4364,Country_2,ShipToCustomer_2816
Customer_4364,Country_2,ShipToCustomer_3306
Customer_4365,Country_6,ShipToCustomer_3287
Customer_4365,Country_6,ShipToCustomer_544
Customer_4366,Country_5,ShipToCustomer_6182
Customer_4368,Country_6,ShipToCustomer_4578
Customer_4368,Country_6,ShipToCustomer_6456
Customer_4369,Country_7,ShipToCustomer_1219
Customer_437,Country_9,ShipToCustomer_1130
Customer_437,Country_9,ShipToCustomer_7400
Customer_437,Country_9,ShipToCustomer_7539
Customer_4370,Country_6,ShipToCustomer_3488
Customer_4370,Country_6,ShipToCustomer_9892
Customer_4373,Country_8,ShipToCustomer_9058
Customer_4373,Country_8,ShipToCustomer_9687
Customer_4374,Country_5,ShipToCustomer_2957
Customer_4374,Country_5,ShipToCustomer_6966
Customer_4375,Country_3,ShipToCustomer_1433
Customer_4378,Country_2,ShipToCustomer_2838
Customer_4378,Country_2,ShipToCustomer_79
Customer_4378,Country_2,ShipToCustomer_8167
Customer_4380,Country_15,ShipToCustomer_1540
Customer_4380,Country_15,ShipToCustomer_2409
Customer_4380,Country_15,ShipToCustomer_3061
Customer_4381,Country_11,ShipToCustomer_2925
Customer_4382,Country_1,ShipToCustomer_4457
Customer_4382,Country_1,ShipToCustomer_5814
Customer_4383,Country_15,ShipToCustomer_2517
Customer_4384,Country_11,ShipToCustomer_2794
Customer_4384,Country_11,ShipToCustomer_9838
Customer_4386,Country_14,ShipToCustomer_6111
Customer_4387,Country_10,ShipToCustomer_9468
Customer_4388,Country_12,ShipToCustomer_9528
Customer_439,Country_8,ShipToCustomer_1579
Customer_4390,Country_8,ShipToCustomer_6207
Customer_4390,Country_8,ShipToCustomer_6647
Customer_4391,Country_10,ShipToCustomer_2417
Customer_4391,Country_10,ShipToCustomer_8662
Customer_4392,Country_13,ShipToCustomer_874
Customer_4392,Country_13,ShipToCustomer_9412
Customer_4394,Country_9,ShipToCustomer_4154
Customer_4395,Country_2,ShipToCustomer_5882
Customer_4396,Country_5,ShipToCustomer_3242
Customer_4396,Country_5,ShipToCustomer_6085
Customer_4399,Country_11,ShipToCustomer_3187
Customer_4399,Country_11,ShipToCustomer_8417
Customer_4399,Country_11,ShipToCustomer_9296
Customer_44,Country_15,ShipToCustomer_1059
Customer_440,Country_14,ShipToCustomer_583
Customer_4401,Country_6,ShipToCustomer_1281
Customer_4401,Country_6,ShipToCustomer_2663
Customer_4401,Country_6,ShipToCustomer_8488
Customer_4402,Country_10,ShipToCustomer_3537
Customer_4402,Country_10,ShipToCustomer_5139
Customer_4402,Country_10,ShipToCustomer_5633
Customer_4402,Country_10,ShipToCustomer_6080
Customer_4403,Country_8,ShipToCustomer_5728
Customer_4404,Country_6,ShipToCustomer_4955
Customer_4407,Country_3,ShipToCustomer_7605
Customer_4407,Country_3,ShipToCustomer_7699
Customer_441,Country_13,ShipToCustomer_8213
Customer_4410,Country_15,ShipToCustomer_1021
Customer_4410,Country_15,ShipToCustomer_4179
Customer_4410,Country_15,ShipToCustomer_5849
Customer_4411,Country_7,ShipToCustomer_2535
Customer_4413,Country_11,ShipToCustomer_6463
Customer_4415,Country_13,ShipToCustomer_2222
Customer_4415,Country_13,ShipToCustomer_2510
Customer_4415,Country_13,ShipToCustomer_6618
Customer_4418,Country_10,ShipToCustomer_1127
Customer_4418,Country_10,ShipToCustomer_3913
Customer_4419,Country_11,ShipToCustomer_7921
Customer_442,Country_8,ShipToCustomer_5824
Customer_442,Country_8,ShipToCustomer_6230
Customer_442,Country_8,ShipToCustomer_8759
Customer_4422,Country_1,ShipToCustomer_2053
Customer_4422,Country_1,ShipToCustomer_9628
Customer_4423,Country_7,ShipToCustomer_353
Customer_4423,Country_7,ShipToCustomer_5141
Customer_4423,Country_7,ShipToCustomer_9573
Customer_4424,Country_9,ShipToCustomer_6810
Customer_4426,Country_1,ShipToCustomer_1803
Customer_4426,Country_1,ShipToCustomer_870
Customer_4426,Country_1,ShipToCustomer_9283
Customer_4428,Country_4,ShipToCustomer_4168
Customer_443,Country_8,ShipToCustomer_9215
Customer_4430,Country_6,ShipToCustomer_5393
Customer_4431,Country_8,ShipToCustomer_6907
Customer_4432,Country_5,ShipToCustomer_6937
Customer_4432,Country_5,ShipToCustomer_717
Customer_4433,Country_6,ShipToCustomer_1122
Customer_4433,Country_6,ShipToCustomer_4980
Customer_4434,Country_2,ShipToCustomer_2235
Customer_4434,Country_2,ShipToCustomer_2608
Customer_4434,Country_2,ShipToCustomer_3499
Customer_4435,Country_15,ShipToCustomer_2236
Customer_4435,Country_15,ShipToCustomer_6427
Customer_4435,Country_15,ShipToCustomer_7738
Customer_4435,Country_15,ShipToCustomer_8188
Customer_4435,Country_15,ShipToCustomer_8938
Customer_4436,Country_1,ShipToCustomer_1829
Customer_4436,Country_1,ShipToCustomer_3823
Customer_4436,Country_1,ShipToCustomer_5062
Customer_4437,Country_3,ShipToCustomer_1348
Customer_4438,Country_2,ShipToCustomer_3177
Customer_4438,Country_2,ShipToCustomer_454
Customer_4438,Country_2,ShipToCustomer_7734
Customer_4438,Country_2,ShipToCustomer_8894
Customer_444,Country_1,ShipToCustomer_4596
Customer_4440,Country_9,ShipToCustomer_1161
Customer_4440,Country_9,ShipToCustomer_8669
Customer_4441,Country_6,ShipToCustomer_5990
Customer_4441,Country_6,ShipToCustomer_7658
Customer_4442,Country_8,ShipToCustomer_1590
Customer_4442,Country_8,ShipToCustomer_4464
Customer_4443,Country_2,ShipToCustomer_1342
Customer_4443,Country_2,ShipToCustomer_2921
Customer_4444,Country_15,ShipToCustomer_8045
Customer_4444,Country_15,ShipToCustomer_8815
Customer_4446,Country_4,ShipToCustomer_2610
Customer_4446,Country_4,ShipToCustomer_3745
Customer_4446,Country_4,ShipToCustomer_4709
Customer_4448,Country_10,ShipToCustomer_7333
Customer_4449,Country_4,ShipToCustomer_4779
Customer_4449,Country_4,ShipToCustomer_8917
Customer_4450,Country_12,ShipToCustomer_8548
Customer_4452,Country_8,ShipToCustomer_5727
Customer_4453,Country_5,ShipToCustomer_6206
Customer_4454,Country_12,ShipToCustomer_2245
Customer_4454,Country_12,ShipToCustomer_3718
Customer_4454,Country_12,ShipToCustomer_5753
Customer_4456,Country_14,ShipToCustomer_9000
Customer_4459,Country_14,ShipToCustomer_2054
Customer_446,Country_8,ShipToCustomer_1896
Customer_446,Country_8,ShipToCustomer_6074
Customer_446,Country_8,ShipToCustomer_6805
Customer_446,Country_8,ShipToCustomer_8271
Customer_4460,Country_12,ShipToCustomer_4796
Customer_4460,Country_12,ShipToCustomer_6078
Customer_4460,Country_12,ShipToCustomer_8173
Customer_4461,Country_5,ShipToCustomer_239
Customer_4463,Country_5,ShipToCustomer_3580
Customer_4464,Country_8,ShipToCustomer_4360
Customer_4465,Country_4,ShipToCustomer_6849
Customer_4467,Country_1,ShipToCustomer_4512
Customer_4467,Country_1,ShipToCustomer_54
Customer_4467,Country_1,ShipToCustomer_896
Customer_4468,Country_10,ShipToCustomer_4033
Customer_4469,Country_11,ShipToCustomer_1712
Customer_4469,Country_11,ShipToCustomer_3325
Customer_447,Country_6,ShipToCustomer_1062
Customer_4471,Country_11,ShipToCustomer_1553
Customer_4471,Country_11,ShipToCustomer_6625
Customer_4472,Country_8,ShipToCustomer_3543
Customer_4472,Country_8,ShipToCustomer_9694
Customer_4474,Country_15,ShipToCustomer_3528
Customer_4475,Country_9,ShipToCustomer_1277
Customer_4475,Country_9,ShipToCustomer_2198
Customer_4475,Country_9,ShipToCustomer_6015
Customer_4475,Country_9,ShipToCustomer_6985
Customer_4475,Country_9,ShipToCustomer_7441
Customer_4476,Country_12,ShipToCustomer_3791
Customer_448,Country_5,ShipToCustomer_457
Customer_448,Country_5,ShipToCustomer_9101
Customer_4480,Country_4,ShipToCustomer_2126
Customer_4480,Country_4,ShipToCustomer_5681
Customer_4480,Country_4,ShipToCustomer_7206
Customer_4481,Country_14,ShipToCustomer_1096
Customer_4481,Country_14,ShipToCustomer_4942
Customer_4482,Country_6,ShipToCustomer_4041
Customer_4482,Country_6,ShipToCustomer_9511
Customer_4483,Country_5,ShipToCustomer_3120
Customer_4484,Country_14,ShipToCustomer_3084
Customer_4484,Country_14,ShipToCustomer_8061
Customer_4485,Country_13,ShipToCustomer_7930
Customer_4487,Country_13,ShipToCustomer_194
Customer_4487,Country_13,ShipToCustomer_5816
Customer_4487,Country_13,ShipToCustomer_639
Customer_4489,Country_12,ShipToCustomer_8367
Customer_449,Country_15,ShipToCustomer_3262
Customer_4490,Country_14,ShipToCustomer_9794
Customer_4491,Country_12,ShipToCustomer_8656
Customer_4493,Country_9,ShipToCustomer_6226
Customer_4495,Country_1,ShipToCustomer_3034
Customer_4495,Country_1,ShipToCustomer_612
Customer_4496,Country_5,ShipToCustomer_7514
Customer_4496,Country_5,ShipToCustomer_8745
Customer_4499,Country_12,ShipToCustomer_6565
Customer_4499,Country_12,ShipToCustomer_6898
Customer_45,Country_2,ShipToCustomer_1257
Customer_4501,Country_9,ShipToCustomer_289
Customer_4502,Country_3,ShipToCustomer_4707
Customer_4502,Country_3,ShipToCustomer_5145
Customer_4503,Country_1,ShipToCustomer_5980
Customer_4504,Country_9,ShipToCustomer_5885
Customer_4505,Country_6,ShipToCustomer_1235
Customer_4506,Country_5,ShipToCustomer_585
Customer_4507,Country_8,ShipToCustomer_1271
Customer_4507,Country_8,ShipToCustomer_8852
Customer_451,Country_11,ShipToCustomer_5272
Customer_4510,Country_2,ShipToCustomer_5486
Customer_4510,Country_2,ShipToCustomer_5967
Customer_4510,Country_2,ShipToCustomer_7755
Customer_4512,Country_5,ShipToCustomer_2167
Customer_4513,Country_10,ShipToCustomer_6194
Customer_4513,Country_10,ShipToCustomer_9095
Customer_4514,Country_9,ShipToCustomer_1762
Customer_4514,Country_9,ShipToCustomer_655
Customer_4515,Country_4,ShipToCustomer_3554
Customer_4515,Country_4,ShipToCustomer_5210
Customer_4516,Country_2,ShipToCustomer_148
Customer_4516,Country_2,ShipToCustomer_3207
Customer_4518,Country_15,ShipToCustomer_4255
Customer_4518,Country_15,ShipToCustomer_7547
Customer_4519,Country_9,ShipToCustomer_1072
Customer_4519,Country_9,ShipToCustomer_9727
Customer_452,Country_9,ShipToCustomer_3538
Customer_452,Country_9,ShipToCustomer_4869
Customer_4521,Country_10,ShipToCustomer_928
Customer_4522,Country_10,ShipToCustomer_2100
Customer_4522,Country_10,ShipToCustomer_5054
Customer_4523,Country_8,ShipToCustomer_2607
Customer_4523,Country_8,ShipToCustomer_6004
Customer_4523,Country_8,ShipToCustomer_9644
Customer_4524,Country_11,ShipToCustomer_2521
Customer_4524,Country_11,ShipToCustomer_8179
Customer_4524,Country_11,ShipToCustomer_8355
Customer_4525,Country_6,ShipToCustomer_9331
Customer_4526,Country_7,ShipToCustomer_1166
Customer_4526,Country_7,ShipToCustomer_9792
Customer_4527,Country_1,ShipToCustomer_4491
Customer_4527,Country_1,ShipToCustomer_6466
Customer_4527,Country_1,ShipToCustomer_6972
Customer_4528,Country_4,ShipToCustomer_5202
Customer_4528,Country_4,ShipToCustomer_6294
Customer_4529,Country_15,ShipToCustomer_8930
Customer_4530,Country_10,ShipToCustomer_3818
