MATERIAL,Sourcing_Plant,Sourcing_Vendor
MAT005359,Plant_645,Vendor_142
MAT005360,Plant_106,Vendor_905
MAT005361,Plant_118,Vendor_442
MAT005362,Plant_69,Vendor_316
MAT005363,Plant_516,Vendor_98
MAT005364,Plant_756,Vendor_103
MAT005365,Plant_560,Vendor_829
MAT005366,Plant_580,Vendor_630
MAT005367,Plant_575,Vendor_22
MAT005368,Plant_491,Vendor_617
MAT005369,Plant_340,Vendor_718
MAT005370,Plant_63,Vendor_141
MAT005371,Plant_61,Vendor_625
MAT005372,Plant_151,Vendor_63
MAT005373,Plant_184,Vendor_772
MAT005374,Plant_613,Vendor_715
MAT005375,Plant_357,Vendor_953
MAT005376,Plant_772,Vendor_650
MAT005377,Plant_191,Vendor_936
MAT005378,Plant_348,Vendor_696
MAT005379,Plant_264,Vendor_654
MAT005380,Plant_341,Vendor_648
MAT005381,Plant_302,Vendor_137
MAT005382,Plant_705,Vendor_975
MAT005383,Plant_147,Vendor_682
MAT005384,Plant_456,Vendor_725
MAT005385,Plant_24,Vendor_285
MAT005386,Plant_62,Vendor_880
MAT005387,Plant_712,Vendor_377
MAT005388,Plant_783,Vendor_442
MAT005389,Plant_353,Vendor_595
MAT005390,Plant_741,Vendor_950
MAT005391,Plant_563,Vendor_711
MAT005392,Plant_792,Vendor_269
MAT005393,Plant_705,Vendor_873
MAT005394,Plant_550,Vendor_562
MAT005395,Plant_79,Vendor_485
MAT005396,Plant_121,Vendor_693
MAT005397,Plant_160,Vendor_486
MAT005398,Plant_192,Vendor_99
MAT005399,Plant_393,Vendor_112
MAT005400,Plant_410,Vendor_814
MAT005401,Plant_741,Vendor_303
MAT005402,Plant_713,Vendor_76
MAT005403,Plant_643,Vendor_905
MAT005404,Plant_544,Vendor_987
MAT005405,Plant_724,Vendor_949
MAT005406,Plant_525,Vendor_533
MAT005407,Plant_129,Vendor_713
MAT005408,Plant_742,Vendor_478
MAT005409,Plant_434,Vendor_796
MAT005410,Plant_753,Vendor_549
MAT005411,Plant_781,Vendor_491
MAT005412,Plant_37,Vendor_95
MAT005413,Plant_476,Vendor_990
MAT005414,Plant_73,Vendor_86
MAT005415,Plant_674,Vendor_513
MAT005416,Plant_411,Vendor_354
MAT005417,Plant_712,Vendor_1
MAT005418,Plant_356,Vendor_543
MAT005419,Plant_116,Vendor_897
MAT005420,Plant_237,Vendor_405
MAT005421,Plant_687,Vendor_614
MAT005422,Plant_389,Vendor_536
MAT005423,Plant_350,Vendor_291
MAT005424,Plant_669,Vendor_319
MAT005425,Plant_530,Vendor_740
MAT005426,Plant_84,Vendor_379
MAT005427,Plant_161,Vendor_265
MAT005428,Plant_562,Vendor_342
MAT005429,Plant_122,Vendor_795
MAT005430,Plant_736,Vendor_350
MAT005431,Plant_347,Vendor_369
MAT005432,Plant_285,Vendor_861
MAT005433,Plant_497,Vendor_160
MAT005434,Plant_572,Vendor_204
MAT005435,Plant_193,Vendor_996
MAT005436,Plant_202,Vendor_939
MAT005437,Plant_682,Vendor_173
MAT005438,Plant_24,Vendor_318
MAT005439,Plant_38,Vendor_938
MAT005440,Plant_340,Vendor_200
MAT005441,Plant_241,Vendor_180
MAT005442,Plant_626,Vendor_484
MAT005443,Plant_290,Vendor_381
MAT005444,Plant_414,Vendor_171
MAT005445,Plant_640,Vendor_553
MAT005446,Plant_159,Vendor_420
MAT005447,Plant_85,Vendor_482
MAT005448,Plant_366,Vendor_242
MAT005449,Plant_242,Vendor_388
MAT005450,Plant_213,Vendor_541
MAT005451,Plant_62,Vendor_402
MAT005452,Plant_466,Vendor_707
MAT005453,Plant_665,Vendor_414
MAT005454,Plant_686,Vendor_203
MAT005455,Plant_574,Vendor_32
MAT005456,Plant_320,Vendor_193
MAT005457,Plant_771,Vendor_628
MAT005458,Plant_586,Vendor_951
MAT005459,Plant_638,Vendor_341
MAT005460,Plant_724,Vendor_267
MAT005461,Plant_236,Vendor_203
MAT005462,Plant_297,Vendor_709
MAT005463,Plant_559,Vendor_828
MAT005464,Plant_178,Vendor_976
MAT005465,Plant_281,Vendor_780
MAT005466,Plant_769,Vendor_249
MAT005467,Plant_361,Vendor_751
MAT005468,Plant_135,Vendor_884
MAT005469,Plant_346,Vendor_268
MAT005470,Plant_69,Vendor_298
MAT005471,Plant_79,Vendor_819
MAT005472,Plant_607,Vendor_29
MAT005473,Plant_290,Vendor_560
MAT005474,Plant_643,Vendor_586
MAT005475,Plant_338,Vendor_688
MAT005476,Plant_334,Vendor_584
MAT005477,Plant_577,Vendor_493
MAT005478,Plant_568,Vendor_442
MAT005479,Plant_314,Vendor_773
MAT005480,Plant_711,Vendor_81
MAT005481,Plant_323,Vendor_169
MAT005482,Plant_358,Vendor_116
MAT005483,Plant_424,Vendor_548
MAT005484,Plant_153,Vendor_910
MAT005485,Plant_310,Vendor_274
MAT005486,Plant_784,Vendor_105
MAT005487,Plant_259,Vendor_643
MAT005488,Plant_465,Vendor_319
MAT005489,Plant_72,Vendor_611
MAT005490,Plant_76,Vendor_381
MAT005491,Plant_187,Vendor_492
MAT005492,Plant_431,Vendor_620
MAT005493,Plant_564,Vendor_483
MAT005494,Plant_722,Vendor_708
MAT005495,Plant_5,Vendor_540
MAT005496,Plant_610,Vendor_608
MAT005497,Plant_424,Vendor_179
MAT005498,Plant_404,Vendor_129
MAT005499,Plant_335,Vendor_6
MAT005500,Plant_118,Vendor_178
MAT005501,Plant_759,Vendor_252
MAT005502,Plant_662,Vendor_648
MAT005503,Plant_221,Vendor_81
MAT005504,Plant_239,Vendor_738
MAT005505,Plant_396,Vendor_252
MAT005506,Plant_190,Vendor_172
MAT005507,Plant_115,Vendor_135
MAT005508,Plant_161,Vendor_768
MAT005509,Plant_341,Vendor_869
MAT005510,Plant_266,Vendor_855
MAT005511,Plant_749,Vendor_649
MAT005512,Plant_200,Vendor_590
MAT005513,Plant_528,Vendor_472
MAT005514,Plant_94,Vendor_652
MAT005515,Plant_5,Vendor_816
MAT005516,Plant_280,Vendor_22
MAT005517,Plant_650,Vendor_540
MAT005518,Plant_72,Vendor_133
MAT005519,Plant_50,Vendor_337
MAT005520,Plant_107,Vendor_459
MAT005521,Plant_3,Vendor_367
MAT005522,Plant_193,Vendor_428
MAT005523,Plant_347,Vendor_62
MAT005524,Plant_777,Vendor_438
MAT005525,Plant_558,Vendor_345
MAT005526,Plant_32,Vendor_107
MAT005527,Plant_703,Vendor_164
MAT005528,Plant_206,Vendor_660
MAT005529,Plant_586,Vendor_516
MAT005530,Plant_534,Vendor_771
MAT005531,Plant_270,Vendor_834
MAT005532,Plant_432,Vendor_268
MAT005533,Plant_767,Vendor_475
MAT005534,Plant_593,Vendor_237
MAT005535,Plant_800,Vendor_252
MAT005536,Plant_721,Vendor_750
MAT005537,Plant_778,Vendor_892
MAT005538,Plant_243,Vendor_41
MAT005539,Plant_645,Vendor_216
MAT005540,Plant_439,Vendor_251
MAT005541,Plant_393,Vendor_935
MAT005542,Plant_38,Vendor_617
MAT005543,Plant_307,Vendor_621
MAT005544,Plant_650,Vendor_421
MAT005545,Plant_494,Vendor_614
MAT005546,Plant_662,Vendor_765
MAT005547,Plant_683,Vendor_686
MAT005548,Plant_586,Vendor_645
MAT005549,Plant_795,Vendor_66
MAT005550,Plant_575,Vendor_273
MAT005551,Plant_691,Vendor_114
MAT005552,Plant_340,Vendor_78
MAT005553,Plant_607,Vendor_354
MAT005554,Plant_726,Vendor_777
MAT005555,Plant_515,Vendor_841
MAT005556,Plant_631,Vendor_229
MAT005557,Plant_146,Vendor_609
MAT005558,Plant_66,Vendor_886
MAT005559,Plant_585,Vendor_63
MAT005560,Plant_245,Vendor_753
MAT005561,Plant_565,Vendor_978
MAT005562,Plant_698,Vendor_49
MAT005563,Plant_322,Vendor_702
MAT005564,Plant_60,Vendor_172
MAT005565,Plant_651,Vendor_866
MAT005566,Plant_688,Vendor_532
MAT005567,Plant_424,Vendor_552
MAT005568,Plant_55,Vendor_459
MAT005569,Plant_239,Vendor_329
MAT005570,Plant_717,Vendor_76
MAT005571,Plant_188,Vendor_786
MAT005572,Plant_186,Vendor_561
MAT005573,Plant_598,Vendor_611
MAT005574,Plant_179,Vendor_401
MAT005575,Plant_426,Vendor_577
MAT005576,Plant_408,Vendor_322
MAT005577,Plant_158,Vendor_133
MAT005578,Plant_504,Vendor_915
MAT005579,Plant_22,Vendor_103
MAT005580,Plant_493,Vendor_230
MAT005581,Plant_17,Vendor_491
MAT005582,Plant_551,Vendor_179
MAT005583,Plant_462,Vendor_924
MAT005584,Plant_196,Vendor_392
MAT005585,Plant_425,Vendor_557
MAT005586,Plant_684,Vendor_116
MAT005587,Plant_642,Vendor_885
MAT005588,Plant_564,Vendor_871
MAT005589,Plant_406,Vendor_861
MAT005590,Plant_13,Vendor_755
MAT005591,Plant_452,Vendor_531
MAT005592,Plant_692,Vendor_419
MAT005593,Plant_431,Vendor_578
MAT005594,Plant_371,Vendor_985
MAT005595,Plant_190,Vendor_568
MAT005596,Plant_98,Vendor_536
MAT005597,Plant_502,Vendor_49
MAT005598,Plant_512,Vendor_794
MAT005599,Plant_399,Vendor_457
MAT005600,Plant_638,Vendor_784
MAT005601,Plant_791,Vendor_887
MAT005602,Plant_333,Vendor_568
MAT005603,Plant_389,Vendor_418
MAT005604,Plant_765,Vendor_110
MAT005605,Plant_56,Vendor_754
MAT005606,Plant_29,Vendor_988
MAT005607,Plant_777,Vendor_97
MAT005608,Plant_500,Vendor_231
MAT005609,Plant_440,Vendor_45
MAT005610,Plant_54,Vendor_256
MAT005611,Plant_586,Vendor_813
MAT005612,Plant_765,Vendor_567
MAT005613,Plant_546,Vendor_617
MAT005614,Plant_384,Vendor_372
MAT005615,Plant_42,Vendor_14
MAT005616,Plant_496,Vendor_887
MAT005617,Plant_451,Vendor_8
MAT005618,Plant_604,Vendor_529
MAT005619,Plant_429,Vendor_245
MAT005620,Plant_718,Vendor_809
MAT005621,Plant_602,Vendor_74
MAT005622,Plant_86,Vendor_959
MAT005623,Plant_318,Vendor_723
MAT005624,Plant_209,Vendor_158
MAT005625,Plant_275,Vendor_860
MAT005626,Plant_393,Vendor_246
MAT005627,Plant_484,Vendor_591
MAT005628,Plant_108,Vendor_80
MAT005629,Plant_178,Vendor_735
MAT005630,Plant_474,Vendor_283
MAT005631,Plant_700,Vendor_172
MAT005632,Plant_284,Vendor_815
MAT005633,Plant_194,Vendor_576
MAT005634,Plant_259,Vendor_488
MAT005635,Plant_86,Vendor_234
MAT005636,Plant_629,Vendor_289
MAT005637,Plant_490,Vendor_566
MAT005638,Plant_714,Vendor_138
MAT005639,Plant_35,Vendor_992
MAT005640,Plant_719,Vendor_950
MAT005641,Plant_191,Vendor_850
MAT005642,Plant_307,Vendor_578
MAT005643,Plant_233,Vendor_954
MAT005644,Plant_236,Vendor_416
MAT005645,Plant_210,Vendor_219
MAT005646,Plant_511,Vendor_100
MAT005647,Plant_674,Vendor_728
MAT005648,Plant_188,Vendor_268
MAT005649,Plant_80,Vendor_955
MAT005650,Plant_482,Vendor_448
MAT005651,Plant_237,Vendor_418
MAT005652,Plant_301,Vendor_452
MAT005653,Plant_202,Vendor_499
MAT005654,Plant_729,Vendor_671
MAT005655,Plant_742,Vendor_944
MAT005656,Plant_392,Vendor_965
MAT005657,Plant_677,Vendor_543
MAT005658,Plant_1,Vendor_156
MAT005659,Plant_284,Vendor_833
MAT005660,Plant_160,Vendor_51
MAT005661,Plant_461,Vendor_894
MAT005662,Plant_713,Vendor_912
MAT005663,Plant_120,Vendor_415
MAT005664,Plant_61,Vendor_974
MAT005665,Plant_231,Vendor_322
MAT005666,Plant_139,Vendor_481
MAT005667,Plant_512,Vendor_932
MAT005668,Plant_651,Vendor_942
MAT005669,Plant_110,Vendor_144
MAT005670,Plant_474,Vendor_786
MAT005671,Plant_650,Vendor_909
MAT005672,Plant_229,Vendor_80
MAT005673,Plant_143,Vendor_659
MAT005674,Plant_395,Vendor_171
MAT005675,Plant_76,Vendor_190
MAT005676,Plant_33,Vendor_799
MAT005677,Plant_740,Vendor_186
MAT005678,Plant_292,Vendor_973
MAT005679,Plant_603,Vendor_553
MAT005680,Plant_303,Vendor_561
MAT005681,Plant_347,Vendor_797
MAT005682,Plant_689,Vendor_782
MAT005683,Plant_12,Vendor_464
MAT005684,Plant_72,Vendor_11
MAT005685,Plant_212,Vendor_203
MAT005686,Plant_4,Vendor_460
MAT005687,Plant_583,Vendor_120
MAT005688,Plant_32,Vendor_159
MAT005689,Plant_717,Vendor_461
MAT005690,Plant_691,Vendor_120
MAT005691,Plant_451,Vendor_231
MAT005692,Plant_659,Vendor_226
MAT005693,Plant_535,Vendor_683
MAT005694,Plant_105,Vendor_560
MAT005695,Plant_116,Vendor_987
MAT005696,Plant_618,Vendor_726
MAT005697,Plant_563,Vendor_489
MAT005698,Plant_330,Vendor_30
MAT005699,Plant_361,Vendor_400
MAT005700,Plant_476,Vendor_51
MAT005701,Plant_402,Vendor_642
MAT005702,Plant_595,Vendor_111
MAT005703,Plant_726,Vendor_19
MAT005704,Plant_451,Vendor_8
MAT005705,Plant_60,Vendor_511
MAT005706,Plant_589,Vendor_853
MAT005707,Plant_81,Vendor_359
MAT005708,Plant_765,Vendor_578
MAT005709,Plant_780,Vendor_136
MAT005710,Plant_437,Vendor_620
MAT005711,Plant_345,Vendor_441
MAT005712,Plant_296,Vendor_371
MAT005713,Plant_50,Vendor_2
MAT005714,Plant_147,Vendor_487
MAT005715,Plant_37,Vendor_867
MAT005716,Plant_362,Vendor_803
MAT005717,Plant_164,Vendor_662
MAT005718,Plant_713,Vendor_577
MAT005719,Plant_179,Vendor_805
MAT005720,Plant_149,Vendor_272
MAT005721,Plant_25,Vendor_729
MAT005722,Plant_73,Vendor_385
MAT005723,Plant_216,Vendor_498
MAT005724,Plant_702,Vendor_440
MAT005725,Plant_318,Vendor_178
MAT005726,Plant_609,Vendor_17
MAT005727,Plant_461,Vendor_270
MAT005728,Plant_796,Vendor_795
MAT005729,Plant_781,Vendor_420
MAT005730,Plant_702,Vendor_339
MAT005731,Plant_453,Vendor_914
MAT005732,Plant_586,Vendor_565
MAT005733,Plant_405,Vendor_965
MAT005734,Plant_691,Vendor_627
MAT005735,Plant_179,Vendor_737
MAT005736,Plant_204,Vendor_481
MAT005737,Plant_60,Vendor_334
MAT005738,Plant_744,Vendor_475
MAT005739,Plant_569,Vendor_998
MAT005740,Plant_169,Vendor_833
MAT005741,Plant_664,Vendor_116
MAT005742,Plant_573,Vendor_105
MAT005743,Plant_361,Vendor_626
MAT005744,Plant_732,Vendor_697
MAT005745,Plant_782,Vendor_250
MAT005746,Plant_2,Vendor_28
MAT005747,Plant_799,Vendor_283
MAT005748,Plant_437,Vendor_210
MAT005749,Plant_500,Vendor_381
MAT005750,Plant_252,Vendor_50
MAT005751,Plant_351,Vendor_455
MAT005752,Plant_195,Vendor_928
MAT005753,Plant_700,Vendor_487
MAT005754,Plant_635,Vendor_688
MAT005755,Plant_100,Vendor_95
MAT005756,Plant_279,Vendor_517
MAT005757,Plant_81,Vendor_903
MAT005758,Plant_766,Vendor_492
MAT005759,Plant_210,Vendor_969
MAT005760,Plant_626,Vendor_125
MAT005761,Plant_335,Vendor_847
MAT005762,Plant_337,Vendor_201
MAT005763,Plant_73,Vendor_666
MAT005764,Plant_384,Vendor_431
MAT005765,Plant_536,Vendor_960
MAT005766,Plant_482,Vendor_422
MAT005767,Plant_49,Vendor_581
MAT005768,Plant_638,Vendor_849
MAT005769,Plant_268,Vendor_229
MAT005770,Plant_264,Vendor_810
MAT005771,Plant_690,Vendor_975
MAT005772,Plant_510,Vendor_812
MAT005773,Plant_533,Vendor_788
MAT005774,Plant_439,Vendor_376
MAT005775,Plant_113,Vendor_348
MAT005776,Plant_390,Vendor_93
MAT005777,Plant_610,Vendor_756
MAT005778,Plant_374,Vendor_200
MAT005779,Plant_671,Vendor_815
MAT005780,Plant_473,Vendor_225
MAT005781,Plant_347,Vendor_458
MAT005782,Plant_129,Vendor_60
MAT005783,Plant_483,Vendor_288
MAT005784,Plant_57,Vendor_164
MAT005785,Plant_404,Vendor_898
MAT005786,Plant_745,Vendor_179
MAT005787,Plant_101,Vendor_800
MAT005788,Plant_689,Vendor_159
MAT005789,Plant_593,Vendor_678
MAT005790,Plant_752,Vendor_114
MAT005791,Plant_328,Vendor_14
MAT005792,Plant_225,Vendor_507
MAT005793,Plant_292,Vendor_807
MAT005794,Plant_81,Vendor_556
MAT005795,Plant_135,Vendor_103
MAT005796,Plant_656,Vendor_24
MAT005797,Plant_647,Vendor_376
MAT005798,Plant_206,Vendor_14
MAT005799,Plant_315,Vendor_767
MAT005800,Plant_572,Vendor_439
MAT005801,Plant_412,Vendor_678
MAT005802,Plant_730,Vendor_421
MAT005803,Plant_352,Vendor_441
MAT005804,Plant_199,Vendor_558
MAT005805,Plant_10,Vendor_411
MAT005806,Plant_631,Vendor_700
MAT005807,Plant_167,Vendor_127
MAT005808,Plant_422,Vendor_135
MAT005809,Plant_704,Vendor_741
MAT005810,Plant_734,Vendor_923
MAT005811,Plant_352,Vendor_718
MAT005812,Plant_711,Vendor_366
MAT005813,Plant_97,Vendor_483
MAT005814,Plant_355,Vendor_772
MAT005815,Plant_573,Vendor_496
MAT005816,Plant_613,Vendor_710
MAT005817,Plant_427,Vendor_995
MAT005818,Plant_353,Vendor_536
MAT005819,Plant_345,Vendor_665
MAT005820,Plant_544,Vendor_76
MAT005821,Plant_234,Vendor_479
MAT005822,Plant_363,Vendor_490
MAT005823,Plant_293,Vendor_907
MAT005824,Plant_178,Vendor_490
MAT005825,Plant_628,Vendor_124
MAT005826,Plant_563,Vendor_292
MAT005827,Plant_243,Vendor_919
MAT005828,Plant_712,Vendor_893
MAT005829,Plant_716,Vendor_337
MAT005830,Plant_276,Vendor_133
MAT005831,Plant_474,Vendor_46
MAT005832,Plant_36,Vendor_31
MAT005833,Plant_333,Vendor_634
MAT005834,Plant_194,Vendor_71
MAT005835,Plant_134,Vendor_725
MAT005836,Plant_410,Vendor_392
MAT005837,Plant_87,Vendor_956
MAT005838,Plant_591,Vendor_732
MAT005839,Plant_369,Vendor_932
MAT005840,Plant_270,Vendor_551
MAT005841,Plant_746,Vendor_657
MAT005842,Plant_750,Vendor_407
MAT005843,Plant_216,Vendor_984
MAT005844,Plant_628,Vendor_679
MAT005845,Plant_633,Vendor_232
MAT005846,Plant_322,Vendor_647
MAT005847,Plant_551,Vendor_634
MAT005848,Plant_768,Vendor_742
MAT005849,Plant_21,Vendor_655
MAT005850,Plant_127,Vendor_521
MAT005851,Plant_518,Vendor_9
MAT005852,Plant_455,Vendor_438
MAT005853,Plant_655,Vendor_842
MAT005854,Plant_31,Vendor_521
MAT005855,Plant_388,Vendor_944
MAT005856,Plant_473,Vendor_127
MAT005857,Plant_691,Vendor_726
MAT005858,Plant_336,Vendor_546
MAT005859,Plant_629,Vendor_206
MAT005860,Plant_124,Vendor_887
MAT005861,Plant_328,Vendor_961
MAT005862,Plant_217,Vendor_191
MAT005863,Plant_284,Vendor_629
MAT005864,Plant_199,Vendor_788
MAT005865,Plant_376,Vendor_762
MAT005866,Plant_8,Vendor_53
MAT005867,Plant_769,Vendor_703
MAT005868,Plant_581,Vendor_420
MAT005869,Plant_510,Vendor_548
MAT005870,Plant_751,Vendor_102
MAT005871,Plant_488,Vendor_774
MAT005872,Plant_766,Vendor_716
MAT005873,Plant_759,Vendor_43
MAT005874,Plant_693,Vendor_247
MAT005875,Plant_149,Vendor_445
MAT005876,Plant_336,Vendor_404
MAT005877,Plant_745,Vendor_502
MAT005878,Plant_147,Vendor_941
MAT005879,Plant_106,Vendor_887
MAT005880,Plant_375,Vendor_164
MAT005881,Plant_406,Vendor_478
MAT005882,Plant_485,Vendor_289
MAT005883,Plant_766,Vendor_199
MAT005884,Plant_262,Vendor_900
MAT005885,Plant_4,Vendor_783
MAT005886,Plant_89,Vendor_407
MAT005887,Plant_778,Vendor_855
MAT005888,Plant_93,Vendor_870
MAT005889,Plant_585,Vendor_127
MAT005890,Plant_537,Vendor_952
MAT005891,Plant_393,Vendor_667
MAT005892,Plant_90,Vendor_996
MAT005893,Plant_677,Vendor_433
MAT005894,Plant_202,Vendor_483
MAT005895,Plant_551,Vendor_220
MAT005896,Plant_87,Vendor_60
MAT005897,Plant_252,Vendor_786
MAT005898,Plant_275,Vendor_36
MAT005899,Plant_141,Vendor_474
MAT005900,Plant_418,Vendor_722
MAT005901,Plant_427,Vendor_309
MAT005902,Plant_527,Vendor_929
MAT005903,Plant_405,Vendor_299
MAT005904,Plant_682,Vendor_243
MAT005905,Plant_498,Vendor_473
MAT005906,Plant_733,Vendor_171
MAT005907,Plant_624,Vendor_871
MAT005908,Plant_780,Vendor_196
MAT005909,Plant_460,Vendor_575
MAT005910,Plant_446,Vendor_683
MAT005911,Plant_725,Vendor_194
MAT005912,Plant_763,Vendor_355
MAT005913,Plant_108,Vendor_156
MAT005914,Plant_735,Vendor_551
MAT005915,Plant_72,Vendor_808
MAT005916,Plant_774,Vendor_698
MAT005917,Plant_501,Vendor_14
MAT005918,Plant_323,Vendor_750
MAT005919,Plant_497,Vendor_662
MAT005920,Plant_70,Vendor_992
MAT005921,Plant_78,Vendor_872
MAT005922,Plant_479,Vendor_430
MAT005923,Plant_56,Vendor_904
MAT005924,Plant_679,Vendor_925
MAT005925,Plant_62,Vendor_116
MAT005926,Plant_451,Vendor_86
MAT005927,Plant_765,Vendor_757
MAT005928,Plant_317,Vendor_525
MAT005929,Plant_146,Vendor_524
MAT005930,Plant_107,Vendor_537
MAT005931,Plant_143,Vendor_284
MAT005932,Plant_276,Vendor_151
MAT005933,Plant_623,Vendor_825
MAT005934,Plant_43,Vendor_368
MAT005935,Plant_501,Vendor_677
MAT005936,Plant_691,Vendor_916
MAT005937,Plant_333,Vendor_595
MAT005938,Plant_242,Vendor_24
MAT005939,Plant_667,Vendor_526
MAT005940,Plant_139,Vendor_638
MAT005941,Plant_505,Vendor_93
MAT005942,Plant_656,Vendor_618
MAT005943,Plant_651,Vendor_908
MAT005944,Plant_26,Vendor_391
MAT005945,Plant_686,Vendor_208
MAT005946,Plant_243,Vendor_242
MAT005947,Plant_754,Vendor_393
MAT005948,Plant_26,Vendor_249
MAT005949,Plant_139,Vendor_673
MAT005950,Plant_205,Vendor_216
MAT005951,Plant_495,Vendor_538
MAT005952,Plant_298,Vendor_379
MAT005953,Plant_427,Vendor_431
MAT005954,Plant_699,Vendor_534
MAT005955,Plant_489,Vendor_913
MAT005956,Plant_658,Vendor_944
MAT005957,Plant_34,Vendor_928
MAT005958,Plant_499,Vendor_576
MAT005959,Plant_785,Vendor_360
MAT005960,Plant_491,Vendor_101
MAT005961,Plant_787,Vendor_167
MAT005962,Plant_574,Vendor_575
MAT005963,Plant_433,Vendor_277
MAT005964,Plant_757,Vendor_759
MAT005965,Plant_361,Vendor_244
MAT005966,Plant_102,Vendor_932
MAT005967,Plant_121,Vendor_42
MAT005968,Plant_663,Vendor_379
MAT005969,Plant_751,Vendor_803
MAT005970,Plant_74,Vendor_236
MAT005971,Plant_118,Vendor_350
MAT005972,Plant_529,Vendor_66
MAT005973,Plant_320,Vendor_135
MAT005974,Plant_514,Vendor_668
MAT005975,Plant_700,Vendor_613
MAT005976,Plant_625,Vendor_548
MAT005977,Plant_72,Vendor_427
MAT005978,Plant_603,Vendor_946
MAT005979,Plant_26,Vendor_733
MAT005980,Plant_122,Vendor_847
MAT005981,Plant_54,Vendor_194
MAT005982,Plant_301,Vendor_136
MAT005983,Plant_627,Vendor_308
MAT005984,Plant_443,Vendor_182
MAT005985,Plant_79,Vendor_583
MAT005986,Plant_796,Vendor_958
MAT005987,Plant_200,Vendor_640
MAT005988,Plant_259,Vendor_176
MAT005989,Plant_580,Vendor_92
MAT005990,Plant_70,Vendor_489
MAT005991,Plant_14,Vendor_722
MAT005992,Plant_593,Vendor_269
MAT005993,Plant_348,Vendor_755
MAT005994,Plant_744,Vendor_663
MAT005995,Plant_459,Vendor_96
MAT005996,Plant_370,Vendor_525
MAT005997,Plant_707,Vendor_154
MAT005998,Plant_366,Vendor_705
MAT005999,Plant_722,Vendor_726
MAT006000,Plant_196,Vendor_791
MAT006001,Plant_35,Vendor_579
MAT006002,Plant_783,Vendor_635
MAT006003,Plant_769,Vendor_46
MAT006004,Plant_542,Vendor_777
MAT006005,Plant_782,Vendor_462
MAT006006,Plant_790,Vendor_951
MAT006007,Plant_126,Vendor_358
MAT006008,Plant_460,Vendor_82
MAT006009,Plant_277,Vendor_869
MAT006010,Plant_390,Vendor_16
MAT006011,Plant_438,Vendor_489
MAT006012,Plant_6,Vendor_416
MAT006013,Plant_405,Vendor_404
MAT006014,Plant_680,Vendor_640
MAT006015,Plant_124,Vendor_685
MAT006016,Plant_603,Vendor_340
MAT006017,Plant_332,Vendor_489
MAT006018,Plant_120,Vendor_720
MAT006019,Plant_628,Vendor_358
MAT006020,Plant_195,Vendor_51
MAT006021,Plant_615,Vendor_643
MAT006022,Plant_79,Vendor_149
MAT006023,Plant_646,Vendor_50
MAT006024,Plant_789,Vendor_594
MAT006025,Plant_532,Vendor_652
MAT006026,Plant_597,Vendor_409
MAT006027,Plant_35,Vendor_997
MAT006028,Plant_195,Vendor_656
MAT006029,Plant_355,Vendor_843
MAT006030,Plant_312,Vendor_252
MAT006031,Plant_505,Vendor_164
MAT006032,Plant_392,Vendor_907
MAT006033,Plant_701,Vendor_27
MAT006034,Plant_766,Vendor_916
MAT006035,Plant_218,Vendor_914
MAT006036,Plant_725,Vendor_732
MAT006037,Plant_267,Vendor_814
MAT006038,Plant_301,Vendor_483
MAT006039,Plant_416,Vendor_816
MAT006040,Plant_245,Vendor_461
MAT006041,Plant_22,Vendor_528
MAT006042,Plant_219,Vendor_597
MAT006043,Plant_416,Vendor_554
MAT006044,Plant_368,Vendor_568
MAT006045,Plant_630,Vendor_223
MAT006046,Plant_749,Vendor_28
MAT006047,Plant_689,Vendor_14
MAT006048,Plant_488,Vendor_778
MAT006049,Plant_324,Vendor_50
MAT006050,Plant_457,Vendor_841
MAT006051,Plant_647,Vendor_634
MAT006052,Plant_301,Vendor_949
MAT006053,Plant_488,Vendor_470
MAT006054,Plant_15,Vendor_731
MAT006055,Plant_619,Vendor_734
MAT006056,Plant_390,Vendor_653
MAT006057,Plant_210,Vendor_880
MAT006058,Plant_510,Vendor_262
MAT006059,Plant_216,Vendor_79
MAT006060,Plant_535,Vendor_639
MAT006061,Plant_636,Vendor_982
MAT006062,Plant_490,Vendor_547
MAT006063,Plant_781,Vendor_222
MAT006064,Plant_632,Vendor_793
MAT006065,Plant_343,Vendor_676
MAT006066,Plant_118,Vendor_376
MAT006067,Plant_208,Vendor_375
MAT006068,Plant_630,Vendor_836
MAT006069,Plant_122,Vendor_630
MAT006070,Plant_104,Vendor_689
MAT006071,Plant_39,Vendor_495
MAT006072,Plant_90,Vendor_571
MAT006073,Plant_477,Vendor_640
MAT006074,Plant_639,Vendor_937
MAT006075,Plant_53,Vendor_920
MAT006076,Plant_175,Vendor_700
MAT006077,Plant_774,Vendor_433
MAT006078,Plant_123,Vendor_117
MAT006079,Plant_225,Vendor_349
MAT006080,Plant_203,Vendor_257
MAT006081,Plant_213,Vendor_334
MAT006082,Plant_287,Vendor_157
MAT006083,Plant_531,Vendor_265
MAT006084,Plant_609,Vendor_980
MAT006085,Plant_573,Vendor_396
MAT006086,Plant_219,Vendor_134
MAT006087,Plant_466,Vendor_36
MAT006088,Plant_353,Vendor_832
MAT006089,Plant_585,Vendor_26
MAT006090,Plant_83,Vendor_106
MAT006091,Plant_218,Vendor_752
MAT006092,Plant_719,Vendor_719
MAT006093,Plant_328,Vendor_218
