MATERIAL,BRAND,SUB_BRAND
MAT005382,Brand_1862,Sub_Brand_2
MAT005383,Brand_1866,Sub_Brand_148
MAT005384,Brand_6702,Sub_Brand_139
MAT005385,Brand_7073,Sub_Brand_145
MAT005386,Brand_6500,Sub_Brand_131
MAT005387,Brand_3855,Sub_Brand_87
MAT005388,Brand_3408,Sub_Brand_54
MAT005389,Brand_1426,Sub_Brand_92
MAT005390,Brand_1266,Sub_Brand_25
MAT005391,Brand_1381,Sub_Brand_58
MAT005392,Brand_2503,Sub_Brand_115
MAT005393,Brand_889,Sub_Brand_37
MAT005394,Brand_7179,Sub_Brand_9
MAT005395,Brand_4272,Sub_Brand_142
MAT005396,Brand_1711,Sub_Brand_93
MAT005397,Brand_5987,Sub_Brand_41
MAT005398,Brand_7835,Sub_Brand_149
MAT005399,Brand_7757,Sub_Brand_122
MAT005400,Brand_7265,Sub_Brand_80
MAT005401,Brand_310,Sub_Brand_138
MAT005402,Brand_2879,Sub_Brand_52
MAT005403,Brand_2139,Sub_Brand_127
MAT005404,Brand_3024,Sub_Brand_103
MAT005405,Brand_6346,Sub_Brand_95
MAT005406,Brand_5350,Sub_Brand_74
MAT005407,Brand_5156,Sub_Brand_87
MAT005408,Brand_3555,Sub_Brand_8
MAT005409,Brand_5068,Sub_Brand_77
MAT005410,Brand_1266,Sub_Brand_46
MAT005411,Brand_5583,Sub_Brand_124
MAT005412,Brand_423,Sub_Brand_46
MAT005413,Brand_7242,Sub_Brand_117
MAT005414,Brand_4607,Sub_Brand_40
MAT005415,Brand_57,Sub_Brand_41
MAT005416,Brand_6916,Sub_Brand_96
MAT005417,Brand_3544,Sub_Brand_48
MAT005418,Brand_1921,Sub_Brand_39
MAT005419,Brand_7159,Sub_Brand_142
MAT005420,Brand_1908,Sub_Brand_16
MAT005421,Brand_778,Sub_Brand_93
MAT005422,Brand_6166,Sub_Brand_133
MAT005423,Brand_2504,Sub_Brand_99
MAT005424,Brand_2529,Sub_Brand_84
MAT005425,Brand_1871,Sub_Brand_48
MAT005426,Brand_6180,Sub_Brand_118
MAT005427,Brand_3402,Sub_Brand_45
MAT005428,Brand_4824,Sub_Brand_140
MAT005429,Brand_6239,Sub_Brand_19
MAT005430,Brand_1589,Sub_Brand_97
MAT005431,Brand_6164,Sub_Brand_51
MAT005432,Brand_3469,Sub_Brand_122
MAT005433,Brand_6923,Sub_Brand_92
MAT005434,Brand_5574,Sub_Brand_75
MAT005435,Brand_1580,Sub_Brand_78
MAT005436,Brand_126,Sub_Brand_29
MAT005437,Brand_7186,Sub_Brand_6
MAT005438,Brand_6249,Sub_Brand_42
MAT005439,Brand_3634,Sub_Brand_138
MAT005440,Brand_340,Sub_Brand_51
MAT005441,Brand_7574,Sub_Brand_146
MAT005442,Brand_3729,Sub_Brand_26
MAT005443,Brand_1205,Sub_Brand_61
MAT005444,Brand_2376,Sub_Brand_148
MAT005445,Brand_1150,Sub_Brand_94
MAT005446,Brand_3060,Sub_Brand_128
MAT005447,Brand_3555,Sub_Brand_142
MAT005448,Brand_6683,Sub_Brand_92
MAT005449,Brand_7303,Sub_Brand_13
MAT005450,Brand_1681,Sub_Brand_98
MAT005451,Brand_2498,Sub_Brand_96
MAT005452,Brand_5284,Sub_Brand_78
MAT005453,Brand_2018,Sub_Brand_83
MAT005454,Brand_597,Sub_Brand_100
MAT005455,Brand_1533,Sub_Brand_80
MAT005456,Brand_6523,Sub_Brand_6
MAT005457,Brand_6213,Sub_Brand_128
MAT005458,Brand_4125,Sub_Brand_39
MAT005459,Brand_5151,Sub_Brand_40
MAT005460,Brand_4658,Sub_Brand_77
MAT005461,Brand_1378,Sub_Brand_18
MAT005462,Brand_2708,Sub_Brand_70
MAT005463,Brand_4113,Sub_Brand_108
MAT005464,Brand_2168,Sub_Brand_36
MAT005465,Brand_4476,Sub_Brand_24
MAT005466,Brand_5213,Sub_Brand_36
MAT005467,Brand_970,Sub_Brand_119
MAT005468,Brand_2460,Sub_Brand_21
MAT005469,Brand_6619,Sub_Brand_35
MAT005470,Brand_4309,Sub_Brand_144
MAT005471,Brand_5273,Sub_Brand_127
MAT005472,Brand_1681,Sub_Brand_150
MAT005473,Brand_5831,Sub_Brand_125
MAT005474,Brand_2194,Sub_Brand_124
MAT005475,Brand_5740,Sub_Brand_9
MAT005476,Brand_4456,Sub_Brand_54
MAT005477,Brand_2732,Sub_Brand_74
MAT005478,Brand_6025,Sub_Brand_2
MAT005479,Brand_5388,Sub_Brand_60
MAT005480,Brand_2708,Sub_Brand_86
MAT005481,Brand_2985,Sub_Brand_3
MAT005482,Brand_7903,Sub_Brand_136
MAT005483,Brand_1092,Sub_Brand_111
MAT005484,Brand_6709,Sub_Brand_15
MAT005485,Brand_5315,Sub_Brand_31
MAT005486,Brand_5949,Sub_Brand_8
MAT005487,Brand_3518,Sub_Brand_36
MAT005488,Brand_2980,Sub_Brand_122
MAT005489,Brand_5024,Sub_Brand_137
MAT005490,Brand_7290,Sub_Brand_17
MAT005491,Brand_3426,Sub_Brand_99
MAT005492,Brand_5989,Sub_Brand_66
MAT005493,Brand_7049,Sub_Brand_11
MAT005494,Brand_139,Sub_Brand_35
MAT005495,Brand_3756,Sub_Brand_2
MAT005496,Brand_2129,Sub_Brand_83
MAT005497,Brand_3011,Sub_Brand_104
MAT005498,Brand_1480,Sub_Brand_69
MAT005499,Brand_1759,Sub_Brand_62
MAT005500,Brand_6669,Sub_Brand_112
MAT005501,Brand_4990,Sub_Brand_102
MAT005502,Brand_7861,Sub_Brand_93
MAT005503,Brand_805,Sub_Brand_48
MAT005504,Brand_430,Sub_Brand_122
MAT005505,Brand_6736,Sub_Brand_138
MAT005506,Brand_5651,Sub_Brand_122
MAT005507,Brand_7504,Sub_Brand_39
MAT005508,Brand_1961,Sub_Brand_30
MAT005509,Brand_7199,Sub_Brand_117
MAT005510,Brand_2495,Sub_Brand_79
MAT005511,Brand_6851,Sub_Brand_7
MAT005512,Brand_4921,Sub_Brand_56
MAT005513,Brand_7610,Sub_Brand_2
MAT005514,Brand_6687,Sub_Brand_112
MAT005515,Brand_901,Sub_Brand_109
MAT005516,Brand_352,Sub_Brand_92
MAT005517,Brand_2941,Sub_Brand_90
MAT005518,Brand_4588,Sub_Brand_5
MAT005519,Brand_3617,Sub_Brand_2
MAT005520,Brand_4898,Sub_Brand_69
MAT005521,Brand_5379,Sub_Brand_57
MAT005522,Brand_3376,Sub_Brand_114
MAT005523,Brand_5709,Sub_Brand_105
MAT005524,Brand_7781,Sub_Brand_97
MAT005525,Brand_2899,Sub_Brand_114
MAT005526,Brand_1501,Sub_Brand_41
MAT005527,Brand_7902,Sub_Brand_73
MAT005528,Brand_7254,Sub_Brand_2
MAT005529,Brand_963,Sub_Brand_114
MAT005530,Brand_865,Sub_Brand_72
MAT005531,Brand_4922,Sub_Brand_146
MAT005532,Brand_268,Sub_Brand_75
MAT005533,Brand_2476,Sub_Brand_15
MAT005534,Brand_3932,Sub_Brand_45
MAT005535,Brand_6138,Sub_Brand_134
MAT005536,Brand_5622,Sub_Brand_103
MAT005537,Brand_7623,Sub_Brand_100
MAT005538,Brand_6269,Sub_Brand_55
MAT005539,Brand_6158,Sub_Brand_31
MAT005540,Brand_2254,Sub_Brand_86
MAT005541,Brand_2060,Sub_Brand_21
MAT005542,Brand_4650,Sub_Brand_72
MAT005543,Brand_6956,Sub_Brand_30
MAT005544,Brand_5899,Sub_Brand_141
MAT005545,Brand_2609,Sub_Brand_91
MAT005546,Brand_3555,Sub_Brand_30
MAT005547,Brand_2176,Sub_Brand_22
MAT005548,Brand_160,Sub_Brand_15
MAT005549,Brand_3981,Sub_Brand_49
MAT005550,Brand_7376,Sub_Brand_40
MAT005551,Brand_221,Sub_Brand_21
MAT005552,Brand_3240,Sub_Brand_146
MAT005553,Brand_225,Sub_Brand_110
MAT005554,Brand_2929,Sub_Brand_96
MAT005555,Brand_7044,Sub_Brand_149
MAT005556,Brand_1833,Sub_Brand_61
MAT005557,Brand_2571,Sub_Brand_92
MAT005558,Brand_7916,Sub_Brand_23
MAT005559,Brand_7661,Sub_Brand_108
MAT005560,Brand_342,Sub_Brand_122
MAT005561,Brand_5946,Sub_Brand_74
MAT005562,Brand_7535,Sub_Brand_110
MAT005563,Brand_1520,Sub_Brand_68
MAT005564,Brand_6840,Sub_Brand_143
MAT005565,Brand_3206,Sub_Brand_136
MAT005566,Brand_2603,Sub_Brand_141
MAT005567,Brand_3545,Sub_Brand_61
MAT005568,Brand_7081,Sub_Brand_138
MAT005569,Brand_5654,Sub_Brand_148
MAT005570,Brand_4234,Sub_Brand_18
MAT005571,Brand_2433,Sub_Brand_89
MAT005572,Brand_4598,Sub_Brand_127
MAT005573,Brand_4234,Sub_Brand_124
MAT005574,Brand_3705,Sub_Brand_36
MAT005575,Brand_1777,Sub_Brand_93
MAT005576,Brand_4099,Sub_Brand_68
MAT005577,Brand_4686,Sub_Brand_4
MAT005578,Brand_5215,Sub_Brand_125
MAT005579,Brand_4337,Sub_Brand_54
MAT005580,Brand_5163,Sub_Brand_147
MAT005581,Brand_660,Sub_Brand_137
MAT005582,Brand_7979,Sub_Brand_7
MAT005583,Brand_3725,Sub_Brand_137
MAT005584,Brand_4530,Sub_Brand_1
MAT005585,Brand_5462,Sub_Brand_14
MAT005586,Brand_4743,Sub_Brand_29
MAT005587,Brand_116,Sub_Brand_117
MAT005588,Brand_861,Sub_Brand_137
MAT005589,Brand_5087,Sub_Brand_53
MAT005590,Brand_3570,Sub_Brand_115
MAT005591,Brand_6170,Sub_Brand_8
MAT005592,Brand_6692,Sub_Brand_21
MAT005593,Brand_918,Sub_Brand_4
MAT005594,Brand_1526,Sub_Brand_89
MAT005595,Brand_4885,Sub_Brand_110
MAT005596,Brand_1982,Sub_Brand_89
MAT005597,Brand_5152,Sub_Brand_57
MAT005598,Brand_1249,Sub_Brand_85
MAT005599,Brand_1823,Sub_Brand_76
MAT005600,Brand_3962,Sub_Brand_12
MAT005601,Brand_906,Sub_Brand_72
MAT005602,Brand_999,Sub_Brand_54
MAT005603,Brand_7665,Sub_Brand_136
MAT005604,Brand_5739,Sub_Brand_92
MAT005605,Brand_3346,Sub_Brand_114
MAT005606,Brand_6880,Sub_Brand_76
MAT005607,Brand_89,Sub_Brand_16
MAT005608,Brand_2241,Sub_Brand_47
MAT005609,Brand_7570,Sub_Brand_78
MAT005610,Brand_5098,Sub_Brand_46
MAT005611,Brand_5613,Sub_Brand_34
MAT005612,Brand_3408,Sub_Brand_84
MAT005613,Brand_5595,Sub_Brand_76
MAT005614,Brand_3521,Sub_Brand_53
MAT005615,Brand_485,Sub_Brand_146
MAT005616,Brand_5105,Sub_Brand_134
MAT005617,Brand_2145,Sub_Brand_68
MAT005618,Brand_604,Sub_Brand_92
MAT005619,Brand_3141,Sub_Brand_13
MAT005620,Brand_7835,Sub_Brand_54
MAT005621,Brand_840,Sub_Brand_29
MAT005622,Brand_7105,Sub_Brand_48
MAT005623,Brand_3018,Sub_Brand_120
MAT005624,Brand_62,Sub_Brand_65
MAT005625,Brand_5982,Sub_Brand_89
MAT005626,Brand_312,Sub_Brand_96
MAT005627,Brand_2431,Sub_Brand_88
MAT005628,Brand_4307,Sub_Brand_56
MAT005629,Brand_6665,Sub_Brand_71
MAT005630,Brand_780,Sub_Brand_64
MAT005631,Brand_1195,Sub_Brand_126
MAT005632,Brand_5211,Sub_Brand_38
MAT005633,Brand_3632,Sub_Brand_126
MAT005634,Brand_3336,Sub_Brand_79
MAT005635,Brand_2763,Sub_Brand_62
MAT005636,Brand_4697,Sub_Brand_89
MAT005637,Brand_4013,Sub_Brand_118
MAT005638,Brand_4819,Sub_Brand_115
MAT005639,Brand_5803,Sub_Brand_147
MAT005640,Brand_1673,Sub_Brand_46
MAT005641,Brand_3864,Sub_Brand_109
MAT005642,Brand_1663,Sub_Brand_42
MAT005643,Brand_6465,Sub_Brand_40
MAT005644,Brand_1242,Sub_Brand_98
MAT005645,Brand_3643,Sub_Brand_33
MAT005646,Brand_6249,Sub_Brand_16
MAT005647,Brand_3203,Sub_Brand_29
MAT005648,Brand_1494,Sub_Brand_109
MAT005649,Brand_3227,Sub_Brand_147
MAT005650,Brand_5601,Sub_Brand_42
MAT005651,Brand_3697,Sub_Brand_13
MAT005652,Brand_5840,Sub_Brand_50
MAT005653,Brand_5306,Sub_Brand_135
MAT005654,Brand_1878,Sub_Brand_32
MAT005655,Brand_6418,Sub_Brand_140
MAT005656,Brand_7271,Sub_Brand_91
MAT005657,Brand_2212,Sub_Brand_135
MAT005658,Brand_6825,Sub_Brand_142
MAT005659,Brand_3876,Sub_Brand_13
MAT005660,Brand_1893,Sub_Brand_8
MAT005661,Brand_1447,Sub_Brand_75
MAT005662,Brand_5778,Sub_Brand_89
MAT005663,Brand_4671,Sub_Brand_120
MAT005664,Brand_7389,Sub_Brand_54
MAT005665,Brand_2613,Sub_Brand_141
MAT005666,Brand_3123,Sub_Brand_9
MAT005667,Brand_6709,Sub_Brand_17
MAT005668,Brand_7828,Sub_Brand_126
MAT005669,Brand_3308,Sub_Brand_8
MAT005670,Brand_4498,Sub_Brand_110
MAT005671,Brand_6958,Sub_Brand_25
MAT005672,Brand_2904,Sub_Brand_42
MAT005673,Brand_5428,Sub_Brand_37
MAT005674,Brand_1896,Sub_Brand_144
MAT005675,Brand_2426,Sub_Brand_94
MAT005676,Brand_919,Sub_Brand_119
MAT005677,Brand_4810,Sub_Brand_149
MAT005678,Brand_7344,Sub_Brand_79
MAT005679,Brand_2049,Sub_Brand_97
MAT005680,Brand_1507,Sub_Brand_147
MAT005681,Brand_79,Sub_Brand_37
MAT005682,Brand_1425,Sub_Brand_78
MAT005683,Brand_923,Sub_Brand_27
MAT005684,Brand_5465,Sub_Brand_75
MAT005685,Brand_6884,Sub_Brand_117
MAT005686,Brand_4552,Sub_Brand_80
MAT005687,Brand_4095,Sub_Brand_126
MAT005688,Brand_2516,Sub_Brand_143
MAT005689,Brand_4004,Sub_Brand_29
MAT005690,Brand_5611,Sub_Brand_53
MAT005691,Brand_6916,Sub_Brand_18
MAT005692,Brand_4771,Sub_Brand_106
MAT005693,Brand_4130,Sub_Brand_117
MAT005694,Brand_6796,Sub_Brand_35
MAT005695,Brand_7857,Sub_Brand_40
MAT005696,Brand_3471,Sub_Brand_33
MAT005697,Brand_241,Sub_Brand_49
MAT005698,Brand_7342,Sub_Brand_125
MAT005699,Brand_2247,Sub_Brand_28
MAT005700,Brand_7201,Sub_Brand_145
MAT005701,Brand_5082,Sub_Brand_118
MAT005702,Brand_4630,Sub_Brand_97
MAT005703,Brand_110,Sub_Brand_7
MAT005704,Brand_2783,Sub_Brand_63
MAT005705,Brand_6872,Sub_Brand_9
MAT005706,Brand_4845,Sub_Brand_64
MAT005707,Brand_202,Sub_Brand_103
MAT005708,Brand_3935,Sub_Brand_65
MAT005709,Brand_5010,Sub_Brand_123
MAT005710,Brand_3499,Sub_Brand_21
MAT005711,Brand_2485,Sub_Brand_120
MAT005712,Brand_5909,Sub_Brand_33
MAT005713,Brand_4180,Sub_Brand_53
MAT005714,Brand_1284,Sub_Brand_144
MAT005715,Brand_44,Sub_Brand_14
MAT005716,Brand_6926,Sub_Brand_131
MAT005717,Brand_1356,Sub_Brand_135
MAT005718,Brand_3459,Sub_Brand_86
MAT005719,Brand_1077,Sub_Brand_132
MAT005720,Brand_4076,Sub_Brand_142
MAT005721,Brand_6531,Sub_Brand_121
MAT005722,Brand_4653,Sub_Brand_11
MAT005723,Brand_7130,Sub_Brand_20
MAT005724,Brand_2000,Sub_Brand_139
MAT005725,Brand_7936,Sub_Brand_67
MAT005726,Brand_4126,Sub_Brand_142
MAT005727,Brand_7281,Sub_Brand_13
MAT005728,Brand_5428,Sub_Brand_70
MAT005729,Brand_4297,Sub_Brand_60
MAT005730,Brand_7546,Sub_Brand_8
MAT005731,Brand_202,Sub_Brand_92
MAT005732,Brand_6036,Sub_Brand_97
MAT005733,Brand_1739,Sub_Brand_66
MAT005734,Brand_5170,Sub_Brand_64
MAT005735,Brand_2918,Sub_Brand_48
MAT005736,Brand_798,Sub_Brand_70
MAT005737,Brand_3106,Sub_Brand_149
MAT005738,Brand_2540,Sub_Brand_94
MAT005739,Brand_7412,Sub_Brand_131
MAT005740,Brand_4688,Sub_Brand_73
MAT005741,Brand_2048,Sub_Brand_136
MAT005742,Brand_2929,Sub_Brand_32
MAT005743,Brand_5802,Sub_Brand_141
MAT005744,Brand_3644,Sub_Brand_140
MAT005745,Brand_6727,Sub_Brand_116
MAT005746,Brand_6591,Sub_Brand_44
MAT005747,Brand_3285,Sub_Brand_137
MAT005748,Brand_2585,Sub_Brand_123
MAT005749,Brand_2459,Sub_Brand_96
MAT005750,Brand_2973,Sub_Brand_90
MAT005751,Brand_6677,Sub_Brand_48
MAT005752,Brand_1785,Sub_Brand_22
MAT005753,Brand_1488,Sub_Brand_113
MAT005754,Brand_1245,Sub_Brand_52
MAT005755,Brand_1623,Sub_Brand_96
MAT005756,Brand_5916,Sub_Brand_42
MAT005757,Brand_5906,Sub_Brand_15
MAT005758,Brand_511,Sub_Brand_85
MAT005759,Brand_6115,Sub_Brand_91
MAT005760,Brand_6714,Sub_Brand_66
MAT005761,Brand_82,Sub_Brand_107
MAT005762,Brand_7898,Sub_Brand_136
MAT005763,Brand_1154,Sub_Brand_95
MAT005764,Brand_6452,Sub_Brand_144
MAT005765,Brand_7133,Sub_Brand_100
MAT005766,Brand_6454,Sub_Brand_113
MAT005767,Brand_6290,Sub_Brand_94
MAT005768,Brand_2681,Sub_Brand_53
MAT005769,Brand_4183,Sub_Brand_2
MAT005770,Brand_6807,Sub_Brand_73
MAT005771,Brand_3189,Sub_Brand_79
MAT005772,Brand_663,Sub_Brand_109
MAT005773,Brand_3911,Sub_Brand_6
MAT005774,Brand_831,Sub_Brand_22
MAT005775,Brand_4172,Sub_Brand_87
MAT005776,Brand_2554,Sub_Brand_92
MAT005777,Brand_577,Sub_Brand_40
MAT005778,Brand_2021,Sub_Brand_135
MAT005779,Brand_6,Sub_Brand_65
MAT005780,Brand_4692,Sub_Brand_86
MAT005781,Brand_7210,Sub_Brand_6
MAT005782,Brand_1986,Sub_Brand_104
MAT005783,Brand_6044,Sub_Brand_24
MAT005784,Brand_2756,Sub_Brand_80
MAT005785,Brand_6035,Sub_Brand_104
MAT005786,Brand_3156,Sub_Brand_39
MAT005787,Brand_6109,Sub_Brand_30
MAT005788,Brand_742,Sub_Brand_45
MAT005789,Brand_6102,Sub_Brand_60
MAT005790,Brand_3730,Sub_Brand_6
MAT005791,Brand_2415,Sub_Brand_51
MAT005792,Brand_2176,Sub_Brand_68
MAT005793,Brand_1594,Sub_Brand_67
MAT005794,Brand_2221,Sub_Brand_123
MAT005795,Brand_3861,Sub_Brand_58
MAT005796,Brand_3937,Sub_Brand_137
MAT005797,Brand_174,Sub_Brand_96
MAT005798,Brand_960,Sub_Brand_78
MAT005799,Brand_985,Sub_Brand_78
MAT005800,Brand_483,Sub_Brand_92
MAT005801,Brand_3300,Sub_Brand_130
MAT005802,Brand_709,Sub_Brand_90
MAT005803,Brand_3323,Sub_Brand_111
MAT005804,Brand_3992,Sub_Brand_104
MAT005805,Brand_1483,Sub_Brand_82
MAT005806,Brand_4067,Sub_Brand_55
MAT005807,Brand_3238,Sub_Brand_62
MAT005808,Brand_2755,Sub_Brand_149
MAT005809,Brand_4207,Sub_Brand_103
MAT005810,Brand_1367,Sub_Brand_71
MAT005811,Brand_5490,Sub_Brand_74
MAT005812,Brand_2593,Sub_Brand_103
MAT005813,Brand_3105,Sub_Brand_7
MAT005814,Brand_5591,Sub_Brand_137
MAT005815,Brand_3743,Sub_Brand_39
MAT005816,Brand_1784,Sub_Brand_119
MAT005817,Brand_7076,Sub_Brand_137
MAT005818,Brand_7896,Sub_Brand_2
MAT005819,Brand_4119,Sub_Brand_97
MAT005820,Brand_5034,Sub_Brand_144
MAT005821,Brand_302,Sub_Brand_5
MAT005822,Brand_1617,Sub_Brand_2
MAT005823,Brand_7380,Sub_Brand_87
MAT005824,Brand_2762,Sub_Brand_70
MAT005825,Brand_4170,Sub_Brand_141
MAT005826,Brand_2099,Sub_Brand_37
MAT005827,Brand_3651,Sub_Brand_132
MAT005828,Brand_7797,Sub_Brand_58
MAT005829,Brand_3561,Sub_Brand_24
MAT005830,Brand_7036,Sub_Brand_95
MAT005831,Brand_5034,Sub_Brand_26
MAT005832,Brand_1677,Sub_Brand_76
MAT005833,Brand_6785,Sub_Brand_16
MAT005834,Brand_7078,Sub_Brand_94
MAT005835,Brand_3605,Sub_Brand_78
MAT005836,Brand_7971,Sub_Brand_150
MAT005837,Brand_3200,Sub_Brand_74
MAT005838,Brand_3163,Sub_Brand_127
MAT005839,Brand_279,Sub_Brand_42
MAT005840,Brand_7577,Sub_Brand_5
MAT005841,Brand_7720,Sub_Brand_54
MAT005842,Brand_1392,Sub_Brand_4
MAT005843,Brand_7387,Sub_Brand_26
MAT005844,Brand_2708,Sub_Brand_29
MAT005845,Brand_5844,Sub_Brand_59
MAT005846,Brand_4510,Sub_Brand_119
MAT005847,Brand_4022,Sub_Brand_99
MAT005848,Brand_1967,Sub_Brand_124
MAT005849,Brand_5570,Sub_Brand_25
MAT005850,Brand_4340,Sub_Brand_115
MAT005851,Brand_5060,Sub_Brand_33
MAT005852,Brand_121,Sub_Brand_82
MAT005853,Brand_207,Sub_Brand_87
MAT005854,Brand_7059,Sub_Brand_10
MAT005855,Brand_2476,Sub_Brand_29
MAT005856,Brand_729,Sub_Brand_130
MAT005857,Brand_5096,Sub_Brand_66
MAT005858,Brand_5594,Sub_Brand_117
MAT005859,Brand_992,Sub_Brand_55
MAT005860,Brand_244,Sub_Brand_19
MAT005861,Brand_6857,Sub_Brand_133
MAT005862,Brand_3763,Sub_Brand_39
MAT005863,Brand_2105,Sub_Brand_132
MAT005864,Brand_556,Sub_Brand_143
MAT005865,Brand_3856,Sub_Brand_38
MAT005866,Brand_7839,Sub_Brand_41
MAT005867,Brand_2190,Sub_Brand_140
MAT005868,Brand_2336,Sub_Brand_52
MAT005869,Brand_159,Sub_Brand_43
MAT005870,Brand_5475,Sub_Brand_9
MAT005871,Brand_3337,Sub_Brand_87
MAT005872,Brand_3136,Sub_Brand_144
MAT005873,Brand_7121,Sub_Brand_55
MAT005874,Brand_2109,Sub_Brand_6
MAT005875,Brand_1437,Sub_Brand_130
MAT005876,Brand_1454,Sub_Brand_33
MAT005877,Brand_3664,Sub_Brand_84
MAT005878,Brand_3827,Sub_Brand_83
MAT005879,Brand_6684,Sub_Brand_61
MAT005880,Brand_6063,Sub_Brand_131
MAT005881,Brand_580,Sub_Brand_34
MAT005882,Brand_2819,Sub_Brand_110
MAT005883,Brand_6968,Sub_Brand_35
MAT005884,Brand_5514,Sub_Brand_24
MAT005885,Brand_5304,Sub_Brand_126
MAT005886,Brand_1097,Sub_Brand_142
MAT005887,Brand_5114,Sub_Brand_34
MAT005888,Brand_7413,Sub_Brand_61
MAT005889,Brand_7070,Sub_Brand_52
MAT005890,Brand_228,Sub_Brand_149
MAT005891,Brand_202,Sub_Brand_88
MAT005892,Brand_6233,Sub_Brand_13
MAT005893,Brand_6875,Sub_Brand_99
MAT005894,Brand_1697,Sub_Brand_82
MAT005895,Brand_2496,Sub_Brand_115
MAT005896,Brand_494,Sub_Brand_42
MAT005897,Brand_7712,Sub_Brand_95
MAT005898,Brand_238,Sub_Brand_43
MAT005899,Brand_4850,Sub_Brand_147
MAT005900,Brand_5902,Sub_Brand_34
MAT005901,Brand_4228,Sub_Brand_33
MAT005902,Brand_6321,Sub_Brand_116
MAT005903,Brand_5742,Sub_Brand_31
MAT005904,Brand_221,Sub_Brand_131
MAT005905,Brand_5271,Sub_Brand_113
MAT005906,Brand_1708,Sub_Brand_115
MAT005907,Brand_864,Sub_Brand_109
MAT005908,Brand_3190,Sub_Brand_139
MAT005909,Brand_1640,Sub_Brand_91
MAT005910,Brand_5824,Sub_Brand_37
MAT005911,Brand_1148,Sub_Brand_52
MAT005912,Brand_1708,Sub_Brand_102
MAT005913,Brand_2316,Sub_Brand_25
MAT005914,Brand_2932,Sub_Brand_102
MAT005915,Brand_5009,Sub_Brand_103
MAT005916,Brand_2430,Sub_Brand_108
MAT005917,Brand_809,Sub_Brand_1
MAT005918,Brand_7095,Sub_Brand_136
MAT005919,Brand_7435,Sub_Brand_122
MAT005920,Brand_6545,Sub_Brand_84
MAT005921,Brand_6224,Sub_Brand_10
MAT005922,Brand_4769,Sub_Brand_110
MAT005923,Brand_1997,Sub_Brand_84
MAT005924,Brand_109,Sub_Brand_1
MAT005925,Brand_2622,Sub_Brand_148
MAT005926,Brand_1986,Sub_Brand_78
MAT005927,Brand_7104,Sub_Brand_32
MAT005928,Brand_170,Sub_Brand_131
MAT005929,Brand_1163,Sub_Brand_44
MAT005930,Brand_7754,Sub_Brand_52
MAT005931,Brand_7231,Sub_Brand_149
MAT005932,Brand_5299,Sub_Brand_105
MAT005933,Brand_3659,Sub_Brand_124
MAT005934,Brand_2283,Sub_Brand_85
MAT005935,Brand_2352,Sub_Brand_77
MAT005936,Brand_7218,Sub_Brand_146
MAT005937,Brand_4897,Sub_Brand_129
MAT005938,Brand_4020,Sub_Brand_79
MAT005939,Brand_7585,Sub_Brand_25
MAT005940,Brand_7574,Sub_Brand_144
MAT005941,Brand_3640,Sub_Brand_102
MAT005942,Brand_6380,Sub_Brand_30
MAT005943,Brand_6497,Sub_Brand_52
MAT005944,Brand_5661,Sub_Brand_125
MAT005945,Brand_4270,Sub_Brand_14
MAT005946,Brand_6571,Sub_Brand_24
MAT005947,Brand_2691,Sub_Brand_46
MAT005948,Brand_1394,Sub_Brand_92
MAT005949,Brand_770,Sub_Brand_113
MAT005950,Brand_7766,Sub_Brand_9
MAT005951,Brand_4446,Sub_Brand_52
MAT005952,Brand_4130,Sub_Brand_9
MAT005953,Brand_2058,Sub_Brand_113
MAT005954,Brand_856,Sub_Brand_137
MAT005955,Brand_443,Sub_Brand_60
MAT005956,Brand_7486,Sub_Brand_39
MAT005957,Brand_123,Sub_Brand_17
MAT005958,Brand_1214,Sub_Brand_145
MAT005959,Brand_6635,Sub_Brand_89
MAT005960,Brand_5590,Sub_Brand_58
MAT005961,Brand_4889,Sub_Brand_120
MAT005962,Brand_6218,Sub_Brand_122
MAT005963,Brand_6774,Sub_Brand_98
MAT005964,Brand_3281,Sub_Brand_100
MAT005965,Brand_5641,Sub_Brand_19
MAT005966,Brand_229,Sub_Brand_110
MAT005967,Brand_796,Sub_Brand_84
MAT005968,Brand_268,Sub_Brand_29
MAT005969,Brand_3283,Sub_Brand_38
MAT005970,Brand_4952,Sub_Brand_77
MAT005971,Brand_1742,Sub_Brand_66
MAT005972,Brand_586,Sub_Brand_35
MAT005973,Brand_7152,Sub_Brand_82
MAT005974,Brand_6130,Sub_Brand_67
MAT005975,Brand_5148,Sub_Brand_63
MAT005976,Brand_4966,Sub_Brand_74
MAT005977,Brand_803,Sub_Brand_5
MAT005978,Brand_5367,Sub_Brand_78
MAT005979,Brand_3856,Sub_Brand_38
MAT005980,Brand_1901,Sub_Brand_76
MAT005981,Brand_7126,Sub_Brand_41
MAT005982,Brand_1394,Sub_Brand_147
MAT005983,Brand_474,Sub_Brand_150
MAT005984,Brand_6348,Sub_Brand_47
MAT005985,Brand_3323,Sub_Brand_7
MAT005986,Brand_6988,Sub_Brand_85
MAT005987,Brand_2387,Sub_Brand_92
MAT005988,Brand_5877,Sub_Brand_140
MAT005989,Brand_7754,Sub_Brand_87
MAT005990,Brand_7769,Sub_Brand_44
MAT005991,Brand_247,Sub_Brand_123
MAT005992,Brand_4953,Sub_Brand_90
